Sample	min:D11:0	max:D11:0	min:D11:1	max:D11:1	min:D11:2	max:D11:2	min:D11:3	max:D11:3	min:D11:4	max:D11:4	min:D11:5	max:D11:5	min:D11:6	max:D11:6	min:D11:7	max:D11:7
1853	0.6577593983511463	1.5334312725298673	0.6577593983511463	24.696773394288584	0.6577593983511463	1.5334312725298673	0.6577593983511463	1.5334312725298673	0.6577593983511463	4.862570166870626	0.6577593983511463	1.5334312725298673	12.495598671935966	36.538311013002215	24.696773394288584	173.14585683697328
1854	0.6603790283568856	0.9983743618214191	0.6603790283568856	21.214570518576437	0.6603790283568856	0.6840817771890215	0.6603790283568856	0.6840817771890215	0.6603790283568856	4.5671470163631795	0.6603790283568856	0.9983743618214191	13.196412427310975	39.23338353845581	26.13047183491483	153.4794600838411
1855	0.67050555977562	0.9826892134915113	0.67050555977562	21.587007273664653	0.67050555977562	0.9826892134915113	0.67050555977562	0.9826892134915113	0.67050555977562	4.8582580260271016	0.67050555977562	0.9826892134915113	13.755849861136284	37.923129767690625	24.743119461404433	175.0638354575575
1856	0.7443579168204906	0.9660185091304356	0.7443579168204906	20.649778734579996	0.7443579168204906	0.9660185091304356	0.7443579168204906	0.9660185091304356	0.7443579168204906	4.615179004686809	0.7443579168204906	0.9660185091304356	14.32692510339433	42.13933273058451	25.106940283929475	159.41359628547286
1857	0.6809498219451768	1.023510617289901	0.6809498219451768	23.122897218495297	0.6809498219451768	1.023510617289901	0.6809498219451768	1.023510617289901	0.6809498219451768	5.0110418772527225	0.6809498219451768	1.023510617289901	13.975056372516974	42.06861186627799	27.335904557265366	188.7681569409164
1858	0.7115628834045538	0.7163993226690479	0.7115628834045538	22.840777867383224	0.7115628834045538	1.2178693259344868	0.7115628834045538	0.7163993226690479	0.7115628834045538	0.7163993226690479	0.7115628834045538	0.7163993226690479	14.210750294247802	38.938283508008794	27.91746568393478	136.48735054204298
1859	0.67872896062417	0.6873265677150471	0.67872896062417	23.243336937142715	0.6873265677150471	1.0213800445854986	0.67872896062417	0.6873265677150471	0.67872896062417	0.6873265677150471	0.67872896062417	0.6873265677150471	14.415521490582364	39.39684211277	25.14050757177307	162.67284903578235
1860	0.6500635506372987	0.654341994408469	0.6500635506372987	23.578114367007174	0.6500635506372987	0.654341994408469	0.6500635506372987	1.018235183117639	0.6500635506372987	5.117552368395536	0.6500635506372987	0.654341994408469	13.232853822420992	38.858170049646986	25.213190891572225	189.66821690219132
1861	0.6455830174847108	0.9522063545301478	0.6455830174847108	21.184894672573904	0.6455830174847108	0.9522063545301478	0.6455830174847108	0.9522063545301478	0.6455830174847108	4.624829585561457	0.6455830174847108	0.9522063545301478	14.409626024218682	35.7892580841677	26.774233279295345	137.76309945359293
1862	0.6823915629829571	1.047227699911474	0.6823915629829571	20.91310039756496	0.6823915629829571	1.047227699911474	0.6823915629829571	1.047227699911474	0.6823915629829571	4.993935662894103	0.6823915629829571	1.047227699911474	14.440115708174346	40.297298156118984	26.012385237510216	152.84131306845183
1863	0.6738550279528681	0.676467183677147	0.6738550279528681	21.691255061382975	0.6738550279528681	1.2283317372204294	0.6738550279528681	0.676467183677147	0.6738550279528681	0.676467183677147	0.6738550279528681	0.676467183677147	13.285068555618096	38.39916607206813	26.604516267434576	154.82213150416248
1864	0.7094632133958214	0.7132289594862584	0.7094632133958214	21.070244673431645	0.7094632133958214	0.8112322205844293	0.7094632133958214	0.7132289594862584	0.7094632133958214	0.7132289594862584	0.7094632133958214	0.7132289594862584	13.622991933894014	35.90136855018592	26.06061678895125	148.37786078770404
1865	0.6993686050378756	1.5900096823483238	0.6993686050378756	22.410431911667615	0.6993686050378756	1.5900096823483238	0.6993686050378756	1.5900096823483238	0.6993686050378756	4.572789267574734	0.6993686050378756	1.5900096823483238	13.974342768635779	39.90809774184015	24.087088796495323	168.84847070908603
1866	0.6911284163250286	1.6101992965973864	0.6911284163250286	21.565882995762337	0.6911284163250286	1.6101992965973864	0.6911284163250286	1.6101992965973864	0.6911284163250286	4.492838344466634	0.6911284163250286	1.6101992965973864	14.489610350607109	40.33796176803875	30.415696408125882	192.11436762824155
1867	0.7074771601540704	1.4969068917802701	0.7074771601540704	24.83712996033475	0.7074771601540704	1.4969068917802701	0.7074771601540704	1.4969068917802701	0.7074771601540704	4.879462332404472	0.7074771601540704	1.4969068917802701	15.009293741293646	36.13427520943958	27.14989733450878	199.74372303501028
1868	0.6310187343993903	0.6610498468432411	0.6310187343993903	21.041742844434708	0.6610498468432411	1.5085416702985697	0.6310187343993903	0.6610498468432411	0.6610498468432411	5.207364507636811	0.6610498468432411	1.5085416702985697	14.906170999325212	39.436114288951984	28.98456275729879	147.1092517679011
1869	0.6395978263586244	1.2625384030259	0.6395978263586244	22.53075938272397	0.6395978263586244	1.2625384030259	0.6395978263586244	1.2625384030259	0.6395978263586244	4.817541577937362	0.6395978263586244	1.2625384030259	14.782652313975774	39.181384144546854	25.3828425389228	173.7788107277407
