iteration	time	leafsWith	leafsWithout	resultingClade	incomingClade	segments
10	138.37078399264328	1	2	LPAI	unknown	{1}
10	170.07425938686697	3	3	LPAI	LPAI	{3, 6}
10	3.37303513374286	54	6	HPAI	LPAI	{4, 5, 6}
10	2.4349476891105724	1	1	HPAI	HPAI	{3, 6}
10	0.5214548782198563	1	2	HPAI	HPAI	{7}
10	2.83821925007112	16	1	HPAI	LPAI	{5, 6, 7}
10	3.2682617114556933	30	23	HPAI	LPAI	{7}
10	2.8564712592842625	4	1	HPAI	LPAI	{5, 6}
10	4.170927441651088	1	1	LPAI	LPAI	{4, 5, 6}
10	0.8494138839784	27	8	HPAI	LPAI	{1}
10	2.794694453612692	1	1	HPAI	HPAI	{3}
10	8.340731954087687	2	1	LPAI	LPAI	{1}
10	2.1462481823905364	1	1	LPAI	LPAI	{2, 3, 4, 6, 7}
10	1.5692514168275693	1	1	HPAI	LPAI	{4}
10	3.734074237392633	1	1	LPAI	LPAI	{2, 5}
10	3.236649364712207	149	2	HPAI	LPAI	{3, 4, 5, 6}
10	2.691707258300653	62	2	HPAI	HPAI	{5, 6, 7}
10	0.48578236554794785	1	3	HPAI	LPAI	{6}
10	3.013463398740555	1	2	HPAI	HPAI	{3, 5, 6, 7}
10	5.28516953913811	5	346	HPAI	LPAI	{3, 4, 5}
10	1.1959427377552174	35	1	HPAI	LPAI	{4, 6, 7}
10	12.99518045378693	2	4	LPAI	LPAI	{1}
10	0.6004830911875843	1	8	HPAI	LPAI	{7}
11	2.8809129175430144	4	1	HPAI	LPAI	{5, 6}
11	3.3458719039598463	53	2	HPAI	LPAI	{4, 5, 6}
11	0.8534704449823494	27	8	HPAI	LPAI	{1}
11	2.619631792028599	1	2	LPAI	LPAI	{5, 6}
11	0.4521497333265643	1	1	HPAI	LPAI	{1}
11	3.509971142682275	277	3	HPAI	HPAI	{2, 3}
11	2.571821677235789	62	2	HPAI	HPAI	{4, 5, 6, 7}
11	0.5927732958884917	1	2	HPAI	LPAI	{7}
11	1.5503508369929477	28	2	HPAI	LPAI	{4, 6}
11	3.112618029535156	4	1	HPAI	LPAI	{3}
11	3.251439566817112	30	23	HPAI	LPAI	{7}
11	1.6045571094967954	1	3	HPAI	LPAI	{4, 5, 7}
11	1.9703372349775918	6	1	HPAI	LPAI	{6, 7}
11	9.835982309588076	1	3	LPAI	LPAI	{1}
11	1.6506823910413004	2	1	HPAI	LPAI	{4, 6}
11	1.6458508602308939	1	1	HPAI	LPAI	{4}
11	12.173557501242158	2	4	LPAI	HPAI	{1}
11	0.6551595704519286	1	7	HPAI	HPAI	{2, 4, 5}
11	4.9799956760812165	5	346	HPAI	LPAI	{3, 4, 5}
11	2.151754004024724	1	1	LPAI	LPAI	{2, 3, 4, 6, 7}
11	3.112692537979342	3	1	LPAI	LPAI	{3}
11	0.5070838983151589	1	3	HPAI	LPAI	{6}
11	3.193549836979969	9	2	HPAI	HPAI	{3, 5, 7}
11	34.19405794981151	1	3	LPAI	HPAI	{1}
11	2.775406324730284	5	4	HPAI	LPAI	{6}
11	4.286665029299343	1	1	LPAI	LPAI	{1, 2, 5, 6, 7}
11	3.257202631877135	149	26	HPAI	LPAI	{3, 4, 5, 6}
11	2.8345964307596887	1	2	HPAI	HPAI	{3}
11	4.344266343211075	1	1	LPAI	LPAI	{4, 5, 6}
11	3.0587704406609646	1	1	HPAI	LPAI	{4}
11	3.3346174963172643	1	1	HPAI	HPAI	{1, 2, 4, 6, 7}
11	3.021585392943166	1	2	HPAI	HPAI	{3, 5, 6, 7}
11	1.6300898748393138	1	3	HPAI	LPAI	{4}
11	153.66192712166793	1	1	LPAI	LPAI	{1}
11	2.588123695247532	1	2	HPAI	HPAI	{1, 4}
11	2.411811355584973	1	1	HPAI	HPAI	{3, 6}
11	5.762050063169681	1	1	LPAI	LPAI	{5}
11	2.6837851419909384	1	2	HPAI	HPAI	{2}
11	157.1145315754403	358	6	unknown	LPAI	{3}
11	1.2001043452459044	35	1	HPAI	LPAI	{4, 6, 7}
11	2.996081519751101	1	1	HPAI	HPAI	{3, 6, 7}
11	3.2570918740669867	25	1	HPAI	LPAI	{4, 6}
11	7.8486506403042995	1	1	LPAI	LPAI	{2, 7}
11	0.5317523332257679	1	5	HPAI	HPAI	{2, 3, 4, 5, 6, 7}
11	2.9155915205200245	16	1	HPAI	LPAI	{5, 6, 7}
11	9.143084587113776	2	1	LPAI	LPAI	{7}
11	3.2308931156358085	25	2	HPAI	LPAI	{4, 6}
12	9.010968945748118	2	1	LPAI	HPAI	{7}
12	4.0421399257694475	1	1	LPAI	LPAI	{1}
12	226.77799853024635	364	6	unknown	LPAI	{6}
12	3.2650203266356925	25	2	HPAI	LPAI	{4, 6}
12	6.899807515669238	2	1	LPAI	LPAI	{1, 7}
12	3.278407374469907	25	155	HPAI	LPAI	{4, 6}
12	2.5391053407079767	1	2	HPAI	HPAI	{1, 4}
12	2.86921072499365	1	2	HPAI	HPAI	{3}
12	2.3558709503629416	1	1	LPAI	LPAI	{1, 3, 6, 7}
12	2.399965650914737	1	1	HPAI	HPAI	{3, 6}
12	3.2018953391021796	3	1	LPAI	LPAI	{3}
12	2.966186333132498	1	1	HPAI	LPAI	{4}
12	13.18906437479319	2	4	LPAI	LPAI	{1}
12	2.6862661026034402	1	1	HPAI	HPAI	{2}
12	4.486033693522927	5	346	HPAI	LPAI	{3, 4, 5, 7}
12	153.0885509831283	3	3	LPAI	unknown	{6}
12	2.713903937419957	62	2	HPAI	HPAI	{4, 5, 6, 7}
12	2.7898081828908516	5	4	HPAI	LPAI	{6}
12	0.6614156308357906	1	1	HPAI	HPAI	{2, 4, 5}
12	2.8219359925234357	1	2	LPAI	LPAI	{5, 6}
12	1.675912316314907	1	1	HPAI	LPAI	{4}
12	113.6165759497739	2	1	LPAI	LPAI	{1}
12	1.4379817491799258	28	2	HPAI	LPAI	{4, 6}
12	1.5417477485599989	1	1	HPAI	LPAI	{4, 5, 7}
12	3.3515591522090062	53	1	HPAI	LPAI	{4, 5, 6}
12	0.4999902683101709	1	1	HPAI	LPAI	{1}
12	0.7850828642186229	27	8	HPAI	LPAI	{1}
12	0.561083781156924	1	5	HPAI	LPAI	{7}
12	2.9854501168530874	1	2	HPAI	HPAI	{3, 5, 6, 7}
12	2.911003445155984	16	1	HPAI	LPAI	{5, 6, 7}
12	2.3874115560553264	1	1	LPAI	LPAI	{3}
12	1.6072983130251828	1	1	HPAI	LPAI	{4}
12	275.2772086228582	4	2	LPAI	unknown	{6}
12	3.211988481520848	1	1	HPAI	LPAI	{4, 6}
12	1.6676586425585924	2	1	HPAI	LPAI	{4, 6}
12	3.1166018917248266	4	2	HPAI	LPAI	{2, 3}
12	3.272719409636011	149	2	HPAI	LPAI	{3, 4, 5, 6}
12	0.528098082185295	1	3	HPAI	LPAI	{6}
12	1.9942773887301541	6	1	HPAI	LPAI	{6, 7}
12	1.2513402544230416	35	1	HPAI	LPAI	{4, 6, 7}
12	2.8543975395712096	4	1	HPAI	LPAI	{5, 6}
12	0.5286003930845027	1	2	HPAI	HPAI	{1, 3, 6, 7}
12	3.2529322253218993	30	23	HPAI	LPAI	{7}
12	3.194396669490402	9	4	HPAI	HPAI	{3, 5, 7}
12	4.151100540867731	1	1	LPAI	LPAI	{4, 5, 6}
13	2.7703951063484737	5	4	HPAI	LPAI	{6}
13	1.4304069009596674	35	1	HPAI	LPAI	{4, 6, 7}
13	1.9411934363563432	1	1	LPAI	LPAI	{3}
13	2.3754632593675638	1	1	LPAI	LPAI	{2, 3, 4, 6, 7}
13	1.9433011038842096	6	1	HPAI	LPAI	{6, 7}
13	3.1804687625586325	3	1	LPAI	LPAI	{3, 7}
13	3.266898627192404	149	1	HPAI	LPAI	{3, 4, 5, 6}
13	2.8995780448519213	1	2	HPAI	HPAI	{3}
13	0.7889289239283244	27	8	HPAI	LPAI	{1}
13	1.6963710005412622	1	1	HPAI	LPAI	{4}
13	10.706894707908305	3	1	LPAI	LPAI	{1, 3, 5, 6, 7}
13	7.886603141031912	2	1	LPAI	LPAI	{3}
13	3.0735512102028224	4	1	HPAI	LPAI	{3}
13	2.675864257395972	1	1	HPAI	HPAI	{2}
13	1.4114066793731013	3	1	HPAI	HPAI	{1, 2, 3, 4, 5, 7}
13	3.1931369434024077	9	30	HPAI	HPAI	{3, 5, 7}
13	0.5719013046476107	1	3	HPAI	LPAI	{6}
13	0.5440315127948452	1	3	HPAI	LPAI	{7}
13	3.0455828048967533	1	1	HPAI	LPAI	{4}
13	3.129783781373874	1	2	HPAI	HPAI	{3, 5, 6, 7}
13	2.9604068160221573	16	1	HPAI	LPAI	{5, 6, 7}
13	0.5179567818796613	1	2	HPAI	HPAI	{1, 2, 5, 6, 7}
13	1.5974569442487336	1	3	HPAI	LPAI	{4}
13	3.39807350497739	53	223	HPAI	LPAI	{4, 5, 6}
13	2.3581745719231435	1	1	HPAI	HPAI	{3, 6}
13	3.277774429200008	25	155	HPAI	LPAI	{4, 6}
13	152.78019074305303	3	3	LPAI	unknown	{1}
13	3.2646391012119125	30	23	HPAI	LPAI	{7}
13	2.8415727387733227	4	1	HPAI	LPAI	{5, 6}
13	1.6425514307141498	2	2	HPAI	LPAI	{4, 6}
13	4.518183273286752	5	346	HPAI	LPAI	{3, 4, 7}
13	1.6316796455879512	1	1	HPAI	LPAI	{4, 5, 7}
13	0.4319817087584852	1	1	HPAI	LPAI	{1}
13	290.83381067494366	4	2	LPAI	LPAI	{1}
13	3.8507809230358134	1	1	LPAI	LPAI	{1}
13	3.3101755618282596	1	1	HPAI	HPAI	{3, 4, 6, 7}
13	8.888969346923943	2	1	LPAI	LPAI	{7}
13	1.5178908577757397	28	2	HPAI	LPAI	{4, 6}
13	2.692526636874561	1	2	HPAI	HPAI	{1, 4, 5, 7}
13	2.601132187605913	62	1	HPAI	HPAI	{4, 5, 6, 7}
13	2.5528412912107115	1	2	LPAI	LPAI	{5, 6}
14	2.937260736519022	1	1	HPAI	HPAI	{2}
14	5.0918165489513285	5	346	HPAI	LPAI	{6, 7}
14	3.379966275749325	53	3	HPAI	LPAI	{4, 5, 6}
14	0.8020475542840586	27	8	HPAI	LPAI	{1}
14	5.781969587820527	1	1	LPAI	LPAI	{6, 7}
14	0.4324017342302682	1	1	HPAI	LPAI	{1}
14	3.2745073788620402	30	6	HPAI	LPAI	{7}
14	3.062102259506048	1	2	HPAI	HPAI	{3, 5, 6, 7}
14	2.6510584325811806	62	2	HPAI	LPAI	{4, 5, 6, 7}
14	2.7595988455050815	5	4	HPAI	LPAI	{6}
14	3.1817812691102745	9	26	HPAI	HPAI	{3, 5, 7}
14	238.88384460556102	6	364	LPAI	LPAI	{4}
14	0.3408247667574642	1	1	HPAI	HPAI	{3}
14	3.36987599965596	3	1	LPAI	LPAI	{2, 3, 5}
14	2.4801044194582005	1	1	LPAI	LPAI	{3}
14	3.2565000641660617	173	1	HPAI	LPAI	{4, 6}
14	3.7662855732048115	1	1	LPAI	LPAI	{1, 2}
14	3.0033329410054534	1	1	HPAI	LPAI	{4}
14	10.654948193341568	3	1	LPAI	LPAI	{1, 3, 4, 5, 6, 7}
14	1.66908840760766	1	4	HPAI	LPAI	{1, 4, 6}
14	2.4307163486157037	1	1	HPAI	HPAI	{3, 6}
14	1.6413304069657215	1	3	HPAI	LPAI	{4}
14	3.2962450210054044	1	1	HPAI	HPAI	{1, 4, 5, 6, 7}
14	2.966976709609469	16	1	HPAI	LPAI	{5, 6, 7}
14	2.856023886826108	1	2	HPAI	HPAI	{3}
14	2.6829720736701006	1	2	HPAI	HPAI	{1, 4}
14	2.7011732907013766	1	1	HPAI	HPAI	{4}
14	0.4911479389940041	1	1	HPAI	HPAI	{1, 4}
14	1.9030736043760612	6	1	HPAI	LPAI	{6, 7}
14	0.5839049197513759	1	8	HPAI	LPAI	{6}
14	1.4524396144865932	28	2	HPAI	LPAI	{4, 6}
14	0.5851875601269398	1	2	HPAI	LPAI	{7}
14	2.934623072785655	4	1	HPAI	LPAI	{5, 6}
14	13.37092122773197	2	4	LPAI	LPAI	{1}
14	3.246921390924399	149	24	HPAI	LPAI	{3, 4, 5, 6}
14	1.551042095990283	1	2	HPAI	LPAI	{4, 5, 7}
14	1.3842493188031995	35	1	HPAI	LPAI	{4, 6, 7}
14	8.45742781380119	2	1	LPAI	LPAI	{5, 7}
14	159.13014332785457	3	3	LPAI	LPAI	{1}
14	33.22118788891794	1	3	LPAI	LPAI	{2, 7}
14	2.9380734170885603	1	2	LPAI	LPAI	{6}
14	1.5713400568333213	2	1	HPAI	LPAI	{4, 6}
15	3.1010790900243137	4	2	HPAI	LPAI	{3}
15	1.5725541991105274	1	3	HPAI	LPAI	{4}
15	1.5791013770892732	2	1	HPAI	LPAI	{4, 6}
15	1.6614005068952338	1	30	HPAI	LPAI	{6}
15	0.5922513615192315	1	5	HPAI	LPAI	{6}
15	3.2577948631403615	30	6	HPAI	LPAI	{7}
15	1.5114009795942707	1	3	HPAI	LPAI	{4, 5, 7}
15	2.662115305884413	1	2	HPAI	HPAI	{2}
15	2.3255468283805385	1	1	HPAI	HPAI	{3, 6}
15	2.9883042764107017	1	1	HPAI	LPAI	{4}
15	3.2755555349692713	24	155	HPAI	LPAI	{4, 6}
15	159.5969273217928	1	1	LPAI	LPAI	{1}
15	2.9202119552965087	4	1	HPAI	LPAI	{5, 6}
15	3.1990916584041997	9	113	HPAI	HPAI	{3, 5, 7}
15	2.6333612932873507	62	2	HPAI	HPAI	{4, 5, 6, 7}
15	2.6959368495997182	1	2	HPAI	HPAI	{1, 4}
15	28.83648421386704	3	1	LPAI	HPAI	{6}
15	2.948437900865258	16	1	HPAI	LPAI	{5, 6, 7}
15	7.281601987553358	1	2	LPAI	LPAI	{4}
15	2.532056654100245	1	2	LPAI	LPAI	{5, 6}
15	3.283966607049763	3	1	LPAI	LPAI	{3}
15	1.5828684505752335	1	4	HPAI	HPAI	{4, 6}
15	2.8797552357806353	1	2	HPAI	HPAI	{3}
15	2.9727965668579373	1	1	HPAI	HPAI	{3, 5, 6, 7}
15	3.2089491049695766	1	1	HPAI	HPAI	{4, 5, 6, 7}
15	4.196706826762238	1	1	LPAI	LPAI	{1, 2, 4, 6}
15	267.4302352656757	2	4	LPAI	unknown	{4}
15	2.7857968769128547	5	4	HPAI	LPAI	{6}
15	9.307988110425356	2	1	LPAI	LPAI	{6, 7}
15	7.639728759720185	1	1	LPAI	LPAI	{5, 6}
15	0.5751577865116246	1	5	HPAI	LPAI	{7}
15	3.247533238873814	149	1	HPAI	LPAI	{3, 4, 5, 6}
15	119.86451793118084	2	1	LPAI	LPAI	{4}
15	11.570478800339572	3	1	LPAI	LPAI	{1, 3, 5, 6, 7}
15	0.46108599233951963	1	2	HPAI	HPAI	{1, 5, 6, 7}
15	1.5750938017809517	35	1	HPAI	LPAI	{4, 6, 7}
15	4.20744006788226	1	1	LPAI	LPAI	{5, 6}
15	0.5927196300800119	2	1	HPAI	HPAI	{5}
15	3.368306303846225	53	1	HPAI	LPAI	{4, 5, 6}
15	4.838653899940368	5	346	HPAI	LPAI	{6}
15	3.2895721970782006	1	27	HPAI	HPAI	{2, 3, 4, 6}
15	92.37685294359926	355	3	unknown	LPAI	{1}
15	0.7984070547838087	27	8	HPAI	LPAI	{1}
15	3.232778070521533	25	2	HPAI	LPAI	{4, 6}
15	1.8284945206382304	6	1	HPAI	LPAI	{6, 7}
15	12.379255700506803	2	4	LPAI	LPAI	{1, 6}
15	0.4133383384090621	1	1	HPAI	LPAI	{1}
16	3.2595138486104247	24	155	HPAI	LPAI	{4, 6}
16	2.344690330572007	1	1	HPAI	HPAI	{3, 6}
16	277.30605642152415	2	4	LPAI	unknown	{5}
16	1.210251348036195	35	1	HPAI	LPAI	{4, 6, 7}
16	2.7634642813236496	1	16	HPAI	HPAI	{1, 2, 4}
16	5.873766753723771	1	1	LPAI	LPAI	{6, 7}
16	2.733139233787199	5	4	HPAI	LPAI	{6}
16	3.1082654474278684	1	1	HPAI	HPAI	{1, 2, 4, 5, 6, 7}
16	1.5549945195218697	2	1	HPAI	LPAI	{4, 6}
16	2.722249451019252	1	2	HPAI	HPAI	{1, 4}
16	3.136924376343302	4	2	HPAI	LPAI	{3}
16	2.8445797844685217	1	2	LPAI	LPAI	{5, 6}
16	2.6013973379139657	62	1	HPAI	HPAI	{4, 5, 6, 7}
16	0.7441721152968057	27	8	HPAI	LPAI	{1}
16	1.8792895139600319	6	1	HPAI	LPAI	{5, 6, 7}
16	1.611806007138398	1	30	HPAI	LPAI	{6}
16	3.339022854977827	1	1	HPAI	HPAI	{2, 3, 4, 6}
16	3.207202095580726	9	1	HPAI	HPAI	{3, 5, 7}
16	3.0956677108417807	25	2	HPAI	LPAI	{4, 6}
16	159.67133719540897	3	3	LPAI	LPAI	{1}
16	0.623708120221238	1	8	HPAI	LPAI	{7}
16	3.3091864496902303	53	6	HPAI	LPAI	{4, 5, 6}
16	3.2546917444016117	30	23	HPAI	LPAI	{7}
16	2.9291624981767654	4	1	HPAI	LPAI	{5, 6}
16	1.6434986178260829	1	10	HPAI	LPAI	{4}
16	2.9817086010901335	1	1	HPAI	LPAI	{4}
16	0.3805280759441416	1	1	HPAI	LPAI	{1}
16	3.0322260308228692	17	1	HPAI	LPAI	{5, 6, 7}
16	12.293504989698476	2	4	LPAI	LPAI	{1}
16	2.686165865189082	1	3	HPAI	HPAI	{2}
16	3.2516991509083937	149	6	HPAI	LPAI	{3, 4, 5, 6}
16	3.2992856380853937	3	1	LPAI	LPAI	{3}
16	0.538887516897887	1	3	HPAI	LPAI	{6}
16	1.4508702146625296	1	2	HPAI	LPAI	{4, 5, 7}
16	2.699691650266857	1	2	HPAI	HPAI	{4}
16	1.5462807305439696	1	4	HPAI	HPAI	{4, 6, 7}
16	7.27841135234587	2	1	LPAI	LPAI	{3, 7}
16	6.212767046956344	1	2	LPAI	LPAI	{4}
16	2.8640261745359794	1	2	HPAI	HPAI	{2, 3}
16	8.996710275104022	2	1	LPAI	LPAI	{7}
16	5.371363920700162	5	346	HPAI	LPAI	{6}
17	0.7239048761240952	27	8	HPAI	LPAI	{1}
17	1.3093972633424755	1	2	HPAI	HPAI	{5, 7}
17	1.787513708388417	6	1	HPAI	LPAI	{5, 6, 7}
17	30.241306532651095	3	1	LPAI	LPAI	{1}
17	2.9399772898901233	3	1	LPAI	LPAI	{3}
17	2.7018153411167987	1	1	HPAI	HPAI	{2}
17	1.4664776135111879	1	1	HPAI	LPAI	{4}
17	2.3830517496319317	1	1	HPAI	HPAI	{3, 6}
17	285.3180777035065	2	4	LPAI	LPAI	{5}
17	152.6083283805907	358	6	unknown	LPAI	{2}
17	3.142047124783346	4	4	HPAI	LPAI	{3}
17	0.40151390965030487	1	1	HPAI	LPAI	{1}
17	1.5934044408243722	1	30	HPAI	LPAI	{6}
17	1.191482585235974	35	1	HPAI	LPAI	{4, 6, 7}
17	1.622417397552681	1	3	HPAI	LPAI	{4}
17	0.5328037309269575	1	3	HPAI	LPAI	{6}
17	1.5869248315153754	2	1	HPAI	LPAI	{4, 6}
17	3.2081759035958157	25	2	HPAI	LPAI	{4, 6}
17	3.1974559993979597	9	4	HPAI	HPAI	{1, 3, 5, 7}
17	8.330880158651894	1	1	LPAI	LPAI	{5, 6}
17	8.556762018398956	1	2	LPAI	LPAI	{4, 5}
17	6.095805140225025	1	1	LPAI	LPAI	{6, 7}
17	150.8627239838572	1	1	LPAI	LPAI	{1}
17	2.5960902940179835	1	2	HPAI	HPAI	{1, 4}
17	10.733424164945177	3	1	LPAI	LPAI	{2, 3, 5, 6, 7}
17	2.941816135728743	1	2	HPAI	HPAI	{3}
17	2.8081371533292554	4	1	HPAI	LPAI	{5, 6}
17	2.8029584436110895	5	4	HPAI	LPAI	{6}
17	2.624194153692315	62	1	HPAI	HPAI	{4, 5, 6, 7}
17	1.4019528882025156	1	1	HPAI	LPAI	{4, 5, 7}
17	3.0283312616462013	16	1	HPAI	LPAI	{5, 6, 7}
17	3.6394818631136445	1	1	LPAI	LPAI	{2}
17	3.265858760273659	30	23	HPAI	LPAI	{7}
17	0.5993927220802107	1	7	HPAI	HPAI	{2, 3, 4, 5}
17	4.277911760766756	1	1	LPAI	LPAI	{1, 2, 4, 6}
17	6.500839759697101	1	2	LPAI	LPAI	{4}
17	0.5945647704285761	1	6	HPAI	LPAI	{7}
17	3.2607175731650386	149	30	HPAI	LPAI	{3, 4, 5, 6}
17	3.2117989984024007	1	2	HPAI	HPAI	{1, 2, 3, 4, 6}
17	3.3629113991433996	53	2	HPAI	LPAI	{4, 5, 6}
17	2.9709539983135755	1	1	HPAI	HPAI	{3, 5, 6, 7}
17	3.2305866983377314	24	1	HPAI	LPAI	{4, 6}
17	3.182880036069662	1	1	HPAI	LPAI	{2, 4, 5, 6, 7}
17	2.7792248646245525	1	15	HPAI	HPAI	{4}
17	2.3584753415718183	1	2	LPAI	LPAI	{5, 6}
17	2.9695252386521815	1	1	HPAI	LPAI	{4}
17	4.877145236353101	5	346	HPAI	LPAI	{6}
18	3.7788656731495394	1	1	LPAI	LPAI	{1, 2, 4, 6}
18	2.4234937316452374	1	1	LPAI	LPAI	{1, 2, 3, 4, 5, 6, 7}
18	1.3956797118221402	1	2	HPAI	LPAI	{4, 5, 7}
18	1.6402497329387415	1	30	HPAI	LPAI	{6}
18	3.144950834204053	2	1	HPAI	HPAI	{1, 2, 3, 4, 6}
18	10.607527415149718	3	1	LPAI	LPAI	{1, 2, 3, 4}
18	2.419963549036936	1	1	HPAI	HPAI	{3, 6}
18	2.7858404294998422	1	2	HPAI	HPAI	{1, 4}
18	0.5797519867837764	1	8	HPAI	LPAI	{6}
18	2.974327652145405	1	1	HPAI	LPAI	{4}
18	51.0750008152404	351	4	HPAI	LPAI	{5}
18	2.905913630931309	1	2	HPAI	HPAI	{3}
18	8.098202544666435	2	1	LPAI	LPAI	{2, 3, 5, 7}
18	2.99326211493684	16	1	HPAI	LPAI	{5, 6, 7}
18	1.6003286647958817	1	3	HPAI	LPAI	{4}
18	2.7030657555881135	62	2	HPAI	HPAI	{5, 6, 7}
18	1.1556629572110637	35	1	HPAI	LPAI	{4, 6, 7}
18	0.517420911999352	1	5	HPAI	LPAI	{2, 7}
18	4.018442243041989	1	1	LPAI	LPAI	{2}
18	6.212534209317539	1	1	LPAI	LPAI	{6, 7}
18	13.307709107812855	4	2	LPAI	LPAI	{1, 5}
18	3.314672965852367	1	1	HPAI	HPAI	{1, 2, 4, 6, 7}
18	3.2173077657828912	25	2	HPAI	LPAI	{4, 6}
18	2.6341411318051087	1	2	LPAI	LPAI	{6}
18	3.1020992140736325	3	1	LPAI	LPAI	{3, 5}
18	1.498607702734148	1	1	HPAI	LPAI	{4}
18	241.79840148328992	6	364	LPAI	LPAI	{6}
18	177.26123780990605	3	3	LPAI	unknown	{3}
18	1.578562489905778	2	1	HPAI	LPAI	{4, 6}
18	3.172727642540508	9	1	HPAI	HPAI	{3, 5, 7}
18	4.9637490330684955	5	346	HPAI	LPAI	{6}
18	3.1252838824834726	4	1	HPAI	LPAI	{3}
18	3.2832997493638345	30	6	HPAI	LPAI	{7}
18	2.9291135155640404	1	1	HPAI	HPAI	{3, 5, 6, 7}
18	0.7011070977048917	27	8	HPAI	LPAI	{1}
18	1.9884559799954218	6	1	HPAI	LPAI	{5, 6, 7}
18	310.1109377018831	2	4	LPAI	LPAI	{4}
18	2.6781014862314123	1	2	HPAI	HPAI	{4}
18	3.3565236419679536	53	2	HPAI	LPAI	{4, 5, 6}
18	2.7542014255934646	5	4	HPAI	LPAI	{6}
18	9.064723605038239	1	1	LPAI	LPAI	{4}
18	2.6687162187351987	1	1	HPAI	HPAI	{2}
18	3.254256914977077	25	1	HPAI	LPAI	{4, 6}
18	0.4187405021572772	1	1	HPAI	LPAI	{1}
18	2.866041896914737	4	1	HPAI	LPAI	{5, 6}
18	3.2826616964873665	149	31	HPAI	LPAI	{3, 4, 5, 6}
19	2.5666351008891866	62	2	HPAI	HPAI	{4, 5, 6, 7}
19	2.8356388068185083	1	2	HPAI	HPAI	{3}
19	2.26297635156493	1	1	LPAI	LPAI	{1, 3, 6, 7}
19	1.5672228652605327	1	1	HPAI	LPAI	{4}
19	3.157368476931481	4	14	HPAI	LPAI	{3}
19	2.581281252612314	2	1	HPAI	HPAI	{1, 2, 4, 5, 6}
19	33.374180991939454	1	3	LPAI	LPAI	{1}
19	0.2892826928285217	1	1	HPAI	HPAI	{1, 3, 4, 7}
19	7.769876768648999	1	2	LPAI	LPAI	{1}
19	3.2780100295317993	10	9	HPAI	HPAI	{1, 3, 4, 5, 6}
19	1.9118780388125174	6	1	HPAI	LPAI	{5, 6, 7}
19	3.2779202026872554	30	6	HPAI	LPAI	{7}
19	6.636984862195845	1	1	LPAI	LPAI	{7}
19	2.904291269425414	4	1	HPAI	LPAI	{5, 6}
19	1.5622703900645547	1	3	HPAI	LPAI	{4}
19	10.710268006431477	3	1	LPAI	LPAI	{1, 2, 3, 4, 6, 7}
19	50.58678920611925	4	351	LPAI	LPAI	{1}
19	0.49681796192174943	1	3	HPAI	LPAI	{6}
19	2.4096614120834943	1	1	HPAI	HPAI	{3, 6}
19	4.134014142290994	1	1	LPAI	LPAI	{1}
19	0.3779091788586584	1	1	HPAI	LPAI	{1}
19	12.618230656837227	4	2	LPAI	LPAI	{1, 4, 5}
19	2.642676694831266	1	2	HPAI	HPAI	{1, 2, 3, 4, 5}
19	3.8701088560155767	1	1	LPAI	LPAI	{1, 5, 6}
19	0.5170176091180565	1	4	HPAI	LPAI	{7}
19	2.34545009711627	1	1	LPAI	LPAI	{3}
19	3.1545064219349115	9	2	HPAI	HPAI	{1, 3, 5, 7}
19	1.5109262299430952	28	2	HPAI	LPAI	{4, 6}
19	2.6959618833561194	1	2	HPAI	HPAI	{2}
19	3.5116661892321304	1	20	HPAI	HPAI	{5, 7}
19	0.7109732009270715	27	8	HPAI	LPAI	{1}
19	1.5884172370151646	2	2	HPAI	LPAI	{4, 6}
19	3.1255417087562023	3	1	LPAI	LPAI	{3, 5}
19	2.9835222266939354	1	1	HPAI	LPAI	{4}
19	8.865275385491827	1	1	LPAI	LPAI	{4}
19	1.4551559460426233	1	1	HPAI	LPAI	{4, 5, 7}
19	256.5050836350633	2	4	LPAI	unknown	{6}
19	3.10385516408968	1	1	HPAI	HPAI	{2, 4, 6, 7}
19	2.7022529872439804	1	1	HPAI	HPAI	{4}
19	3.3005063672569577	25	156	HPAI	LPAI	{4, 6}
19	242.50119855399507	6	364	LPAI	LPAI	{7}
19	3.42202609795595	53	224	HPAI	LPAI	{4, 5, 6}
19	0.9980874236812838	35	1	HPAI	LPAI	{4, 6, 7}
19	7.726456447804651	1	2	LPAI	LPAI	{1, 2, 4}
19	2.8234800592148304	5	4	HPAI	LPAI	{6}
19	4.726721573001612	5	346	HPAI	LPAI	{6}
19	2.978887192074012	16	1	HPAI	LPAI	{5, 6, 7}
19	3.2786436429125843	25	2	HPAI	LPAI	{4, 6}
19	2.9788527650869128	1	1	HPAI	HPAI	{3, 5, 6, 7}
20	0.4042125915257202	1	1	HPAI	LPAI	{1}
20	0.6810095787014347	27	8	HPAI	LPAI	{1}
20	4.761361687239059	5	346	HPAI	LPAI	{6}
20	2.6665307480305955	62	2	HPAI	LPAI	{5, 6}
20	10.40015759019252	3	1	LPAI	LPAI	{1, 2, 6, 7}
20	149.98890053745407	6	358	LPAI	LPAI	{4}
20	2.12806528873557	1	1	LPAI	LPAI	{1, 3, 6, 7}
20	3.213730333453327	3	1	LPAI	LPAI	{3, 5}
20	3.1485554131511435	1	12	HPAI	HPAI	{1, 2}
20	4.176444378960525	1	1	LPAI	LPAI	{4, 6}
