Sample	posterior	likelihood	networkPrior	parametersPrior	network.height	network.totalLength	network.reassortmentNodeCount	seg1tree.height	seg1tree.treeLength	seg2tree.height	seg2tree.treeLength	seg3tree.height	seg3tree.treeLength	seg4tree.height	seg4tree.treeLength	seg5tree.height	seg5tree.treeLength	seg6tree.height	seg6tree.treeLength	seg7tree.height	seg7tree.treeLength	seg8tree.height	seg8tree.treeLength	reassortmentRate	popSize	logNe.1	logNe.2	logNe.3	logNe.4	logNe.5	logNe.6	logNe.7	logNe.8	logNe.9	logNe.10	logNe.11	logNe.12	logNe.13	logNe.14	logNe.15	logNe.16	logNe.17	logNe.18	logNe.19	logNe.20	InfectedToRho.1	InfectedToRho.2	InfectedToRho.3	InfectedToRho.4	InfectedToRho.5	InfectedToRho.6	InfectedToRho.7	InfectedToRho.8	InfectedToRho.9	InfectedToRho.10	InfectedToRho.11	InfectedToRho.12	InfectedToRho.13	InfectedToRho.14	InfectedToRho.15	InfectedToRho.16	InfectedToRho.17	InfectedToRho.18	InfectedToRho.19	InfectedToRho.20	sigma	sigma2	clockRate.c	mutationRate.s:seg1	gammaShape.s:seg1	freqParameter.s:seg1.1	freqParameter.s:seg1.2	freqParameter.s:seg1.3	freqParameter.s:seg1.4	kappa.s:seg1	mutationRate.s:seg2	gammaShape.s:seg2	freqParameter.s:seg2.1	freqParameter.s:seg2.2	freqParameter.s:seg2.3	freqParameter.s:seg2.4	kappa.s:seg2	mutationRate.s:seg3	gammaShape.s:seg3	freqParameter.s:seg3.1	freqParameter.s:seg3.2	freqParameter.s:seg3.3	freqParameter.s:seg3.4	kappa.s:seg3	mutationRate.s:seg4	gammaShape.s:seg4	freqParameter.s:seg4.1	freqParameter.s:seg4.2	freqParameter.s:seg4.3	freqParameter.s:seg4.4	kappa.s:seg4	mutationRate.s:seg5	gammaShape.s:seg5	freqParameter.s:seg5.1	freqParameter.s:seg5.2	freqParameter.s:seg5.3	freqParameter.s:seg5.4	kappa.s:seg5	mutationRate.s:seg6	gammaShape.s:seg6	freqParameter.s:seg6.1	freqParameter.s:seg6.2	freqParameter.s:seg6.3	freqParameter.s:seg6.4	kappa.s:seg6	mutationRate.s:seg7	gammaShape.s:seg7	freqParameter.s:seg7.1	freqParameter.s:seg7.2	freqParameter.s:seg7.3	freqParameter.s:seg7.4	kappa.s:seg7	mutationRate.s:seg8	gammaShape.s:seg8	freqParameter.s:seg8.1	freqParameter.s:seg8.2	freqParameter.s:seg8.3	freqParameter.s:seg8.4	kappa.s:seg8	
0	-142483.70182312085	-136614.28776418115	-5781.777302872697	-87.63675606698922	287.1071173926932	3277.165295625799	517	65.25708682306693	441.77148400767373	204.35138478790293	1335.6128315999588	37.69737953268434	393.1744494031303	125.36798409043067	578.3156621577309	36.67700166345763	455.7814322476116	35.144404887358405	441.2271082416427	50.42289526660903	510.2181684043814	37.51327214128597	464.38958982725137	0.1211	1.0293	1.7267973699646206	2.5474194014871694	0.4772810880142848	1.0720742874450973	1.4920313005008397	4.435406659811395	2.28514629856008	4.403294433456378	4.500529132629764	5.086581186047487	3.533719124642202	3.922301661689782	2.268550613982221	4.23651990374034	3.669369126990605	4.3041815430576085	4.2676399809154635	4.236150919750484	4.702372617468007	4.124224921317951	0.5062426118102832	-3.4405754709620244	-1.253137714207502	-1.5061261512510806	-2.5277558049645954	-3.40322768342921	0.8592662510702859	0.5763829176183758	-2.2021215088431827	-3.853577919090324	-0.7924771373241866	-1.3380186536938041	1.290319974247665	1.1869330120284978	0.394882468584815	-1.9120735392530077	-1.5527019515645775	-1.492400154404383	1.4464381068638061	-0.9650593141004067	1.515678094160732	2.0218229449382794	0.0035	0.9844173121735755	0.3272326247664241	0.37713787691794054	0.189968371619698	0.1873202201059191	0.24557353135644233	11.148257151821289	1.3592133671133444	0.7431252892195146	0.3281146761223464	0.21765897725498687	0.19755100303763987	0.2566753435850269	5.235363316870823	0.7060522306391477	0.15997547337239904	0.31155132357088366	0.22469362192184536	0.25640839353335504	0.2073466609739159	12.363781976852845	0.948270058863648	0.4438272977370246	0.3443770171887055	0.21831843496854014	0.20584116682290396	0.23146338101985037	7.10559817529313	0.934930127802605	0.23991113537631423	0.34464239792704376	0.19672330425462192	0.219400587775239	0.23923371004309527	12.192756391300005	0.9668251859948124	0.25232230443277726	0.3655557948762213	0.21115278418442307	0.1959771127669767	0.227314308172379	13.457798664289442	0.9695232394430718	0.27695501796580985	0.36193794286828895	0.20566754199676876	0.20069577595218044	0.2316987391827619	11.351278671514088	1.02718886829233	0.26906819261995923	0.3356679020650318	0.21725239743642383	0.19645402857959632	0.2506256719189479	11.882832656995873	
50000	-142029.92080434566	-136520.59277563854	-5432.295921404423	-77.03210730268908	355.92269369664325	4252.64452233251	441	64.6404207287768	432.7657840870556	253.2868373057548	1623.6597931989547	36.69584965110975	373.4786312382802	124.48735597780399	563.6738738157279	38.98728343186262	469.3041459771386	33.03823897404831	432.26554182672197	54.62507560583478	528.2881718125054	35.506397001662215	437.58477774287417	0.1211	1.0293	1.7552462555054933	2.835460245309331	0.8969694933014081	0.8749352503351245	1.872216661015151	3.835720759965022	1.9769253704679495	4.675058207605248	4.5972317301758245	5.11322925785829	3.3933301200503734	3.9028252916666846	2.4189782040006675	3.564616246459956	3.7418274736522728	4.1886167159752254	5.14554562416185	5.0151369155923495	4.366434484232938	5.024020113754733	-7.55749493992768	-2.818399257338644	-1.4123992053973256	-2.083976575928946	-2.1979446694229834	-1.2861887526155449	0.9293900543083737	0.8587282015493389	-1.2103337080623533	-1.730561917299462	-0.8558232181601428	-0.8674924254479726	0.8831454542526993	1.1488982329329687	-0.0932531766576117	-0.6080378595653821	-1.659012389055183	-1.6103338816757777	-0.5807162621941245	-2.2627699233014393	1.2757965963933142	1.517522378372958	0.0035	1.077035833936603	0.327261821513415	0.356964816072624	0.19835996434384137	0.1930415605713355	0.2516336590121991	11.402036409333947	1.2568813722351728	0.6942035355403671	0.3263987101164863	0.2141080226856702	0.19888153871015807	0.26061172848768543	5.766002525023674	0.7078500038724803	0.1494546978963606	0.32503935451544674	0.20184295615616268	0.24259917488272698	0.23051851444566354	13.10313292173098	1.028002343297561	0.43561049760582565	0.34183127881640396	0.21709172295285087	0.21547671808604027	0.22560028014470498	7.347770434589852	0.8162650628376877	0.2126517733295193	0.34657951461804104	0.19678120210456285	0.21771793477000967	0.23892134850738644	11.927715095890884	0.9838636055694936	0.24917364393733904	0.35189300821647507	0.21573656286962492	0.19592123104252876	0.23644919787137134	12.206412632895603	0.9583669756010577	0.2903322209610515	0.35846351818469	0.1981038015737387	0.20464234089501515	0.23879033934655605	11.631963613657724	1.07016925007314	0.28576937891247994	0.3382684652800702	0.22136755365850833	0.20287624729174594	0.2374877337696757	12.243135479104616	
100000	-142038.20954042318	-136522.1005024039	-5444.2627030037875	-71.84633501549312	466.28007050755946	4470.065991091122	440	63.95833744327211	424.64765555809765	252.2597278100884	1625.170295394614	35.16783644960995	369.808411834501	122.24389338335766	558.9222486872076	38.91338806221236	465.7507375916761	33.09233972932739	424.0237828161778	52.32033123134056	518.8574801009777	34.642545686542725	432.63499377369743	0.1211	1.0293	1.206702142322738	2.739348840444296	1.0244006718114296	0.5463414276259988	2.0045891701399388	3.529075647083946	2.6614859536150677	4.711135462048706	4.911155091995636	4.445774123522856	3.7683474594025315	3.500060681892441	2.548884364632503	3.474184595796419	3.4464634083449557	4.077799411050839	4.660102489567684	4.360719299639688	4.900250498263591	4.940967730675104	-4.177115960102439	-2.21869116027933	-1.114286573095654	-0.5467293640818608	-2.294061547247229	-1.4936500661869603	1.263605896213456	0.8639511540529804	-1.2755200251162544	-1.8507883332336708	-0.4857406600347053	-0.9359834925298354	0.9516223898275054	1.2610043105946944	0.10785111202079439	-0.9178515989493776	-1.7009555944143901	-1.801675128399427	-0.26308523471014045	0.5255688802083021	0.774156221300091	1.408253487312516	0.0035	1.0598755947866212	0.32389545480207205	0.36655220503752783	0.19835996434384137	0.18345417160643165	0.2516336590121991	10.141715246689941	1.2661798253787477	0.6379983483495948	0.32713770203797626	0.22298306008819446	0.1934154029449817	0.25646383492884745	6.001993152452878	0.7503972096629653	0.17582178845285953	0.326758882667504	0.22540809904879625	0.23394664067845794	0.2138863776052417	12.032613386463174	1.0595028429040911	0.43870592011402726	0.3524155635006997	0.21338681744633398	0.21894727964520277	0.21525033940776359	7.515451925715865	0.8076017264363782	0.2191776026143457	0.3475563059137563	0.20008244473049863	0.2272502732137223	0.22511097614202275	10.334964378282493	0.9597818570593332	0.2562305778147805	0.36115869416663	0.21295887337371208	0.19228476392963378	0.2335976685300243	13.839930496982637	0.9225943150580442	0.27963661223035513	0.35874781235251335	0.19991469281749502	0.20794472617972287	0.23339276865026887	12.004417846375313	1.1149457192740595	0.2935277675718644	0.3382684652800702	0.22136755365850833	0.20287624729174594	0.2374877337696757	13.435573233232349	
150000	-142764.05312806737	-136562.29759146896	-6114.6091539634235	-87.1463826349937	276.84023121157446	3110.4420673585532	563	76.01355254327831	469.9898150095367	190.95478613185028	1278.2556727555702	34.665787057638354	359.60014193902083	119.60357626946268	566.2334318915451	36.6410073806387	453.6248317786657	32.61971965453154	429.1777675178828	50.7281971879317	509.39407166522545	33.77344050190493	448.2207167752031	0.1211	1.0293	1.38110283451852	2.4696385358997266	0.5696458886576391	1.302695964251387	1.678787869155161	3.8406272101063985	2.543509709706258	4.187408282236231	4.735963388864232	4.956201294522222	4.023004373659058	3.4245476784963618	2.2145424168411414	3.578860949179212	3.7175966438698973	4.092032751110107	4.308869038348775	4.44575527905156	4.268605183752534	3.8605121779212896	-4.254176432999238	-2.0877158190950187	-0.8130018627179626	-0.294004953507197	-1.668028712999978	-2.5918559682768216	1.2642741344246171	0.3285100937003648	-4.066033160647576	-2.263887464437078	0.5830638071185686	-3.2507020434930034	1.7889542677978807	-0.6655511697012298	1.0322529642474134	-2.091626613166403	0.2756565746837602	1.0682660430532624	-2.4428998639038424	-1.636950607444858	1.1925778094597803	2.7931091528099454	0.0035	0.9971534699870722	0.331711536813536	0.37184198166430243	0.19567834333859618	0.18741885924105328	0.24506081575604807	12.170917833192899	1.414684254883218	0.7852170985544942	0.33473569068094344	0.2231916347135576	0.18945590067852522	0.2526167739269738	5.224961122710188	0.6433858049528545	0.17827929029525588	0.3110527226142552	0.2068224036482704	0.24376624981245926	0.23835862392501522	11.999852267517847	0.981854369730715	0.46174897380649044	0.359143458966285	0.18522654463942242	0.20879550768989558	0.24683448870439703	7.1743500572222265	0.8139405284499248	0.19254678803759118	0.33841246306275097	0.2048671831251318	0.22550546657579057	0.23121488723632672	12.208991470827053	1.0263717198329176	0.23563666203486666	0.34977087419962916	0.22549407152598808	0.19445427450720007	0.23028077976718273	12.467217012581907	0.938370154308573	0.27723589174632957	0.3555477375093912	0.1946299553704807	0.21784987540242337	0.23197243171770474	11.605058337298745	1.0479573343362096	0.28256010726058184	0.36041517372621695	0.19722242319416042	0.20607286176518522	0.23628954131443758	12.158952603610155	
200000	-142490.11095507487	-136600.63038318246	-5804.271721715487	-85.20885017691451	306.7526365875604	3311.086766708452	518	64.94361045324005	432.5122988209157	204.51634673547585	1330.5501725823647	36.574467866522795	383.271399607631	116.74578998451352	550.2222893184278	38.32603638678846	453.9574045848702	36.25768069022614	439.865506477881	48.693492874520075	506.4537639710276	36.36905350782096	455.43996788101305	0.1211	1.0293	0.4835194593517987	2.4181871675179742	0.3975407031638134	0.7788624738263111	2.31039210242598	4.185675111504686	2.356876174871611	4.695537546385615	5.099807491518761	4.78905769151474	3.6875441226647934	3.8714830784665213	2.177207664620186	3.7768682012569514	3.6753832070705954	4.046325703508564	3.908109377583528	4.590805868834556	3.93112474293902	4.103893053656751	-4.252508556250733	-2.804273456420609	-0.7810886233035872	-1.0608132195857851	-4.2316826810768395	-1.9134612977324668	1.096978585313148	0.45186436423617754	-3.0778330137353187	-4.270198409701931	-1.1626034698733887	-0.5296683207937954	1.5163169847598734	0.9685575480734505	0.7495280642652883	-2.213405934574548	-2.1612873053299206	-0.9776306514383021	1.4569256384858071	1.4725656827316898	1.142224058573578	2.3274497495265587	0.0035	1.0424900941096487	0.3446449744202609	0.3635869381597627	0.19989732606293553	0.19516286344882897	0.2413528723284728	9.884344047111787	1.3565781055411612	0.7844298192697412	0.32470828315820055	0.21856395549743277	0.19626990025265104	0.26045786109171554	5.299480311320834	0.7111531127059398	0.1845615308426543	0.31487319683788256	0.2107066123749609	0.24514103300082535	0.22927915778633112	14.269065461137867	0.9112302940160596	0.42694543756992	0.3724393080837738	0.2111987638215641	0.19647494210628624	0.21988698598837597	9.207111975820236	0.8700326652691807	0.2158844456771394	0.33755776208216975	0.20277713306526718	0.23560386183855964	0.22406124301400343	12.333279067030734	0.9628529432147994	0.25086912614163925	0.3504869896872357	0.20929938561572559	0.1968918478114094	0.2433217768856291	12.861517652242858	0.9654755933575488	0.2935890049378024	0.36668494938954177	0.19299063891958912	0.1990375638940706	0.24128684779679846	12.676887211936348	1.0487911443857258	0.26834834538845964	0.3357732170183276	0.21149522088010966	0.2028778131437489	0.24985374895781393	13.354837737615478	
250000	-142265.24998849377	-136541.6438403634	-5635.324686337427	-88.28146179295103	431.786961711255	3967.3759541561726	484	60.96184037901275	433.24096620722	215.72373271087872	1432.0995519449184	30.32392383161747	354.6734736260221	132.92915595149398	593.1185109501604	35.407466024928674	453.8932356767607	34.54929762021199	436.35738783303935	49.971079992744045	529.2480147591831	36.18604860572794	451.65682435601536	0.1211	1.0293	0.9730762305060242	2.577910412776992	1.1884524738675843	1.0449564940920408	2.1289712499268063	4.838034801322135	2.356702242409904	3.6796515192201285	5.154018458827843	4.7557336199770335	3.6415636467264694	3.564629735906794	2.2747277987687142	3.306270644973091	3.5514014073564266	4.552959284952067	3.462457794250098	5.208744775523393	5.064660616209706	4.777319688967696	-5.1379387874508495	-1.8928396397372163	-1.2655481681665195	-2.6720712367665467	-5.33621107648464	-4.246652384441923	2.1855357190367357	-1.226391434957768	-2.649308979395452	-2.003837808655596	-0.9034137389967415	-1.9638147201746303	1.2021954604803151	1.5236881711875736	-0.10033503830394953	-0.24116779325135398	-2.26591209507972	-0.39485579796364323	2.02374042989975	0.4293029286205899	1.4222815285751063	2.3071713948338664	0.0035	1.0626076224603582	0.3427084083889621	0.35309740985357113	0.20503531021953617	0.19019957767441564	0.2516677022524769	9.937996956099486	1.3820266412863766	0.7098771113848746	0.32776644717091113	0.2174961550159248	0.20492914851045788	0.24980824930270623	6.2235444511419145	0.7969279796817208	0.20136399494294316	0.34276920242776826	0.1940537918660679	0.24248669254378635	0.2206903131623774	10.26574854719625	0.9806610292481753	0.48714181270666584	0.34481012336057515	0.21014172009499194	0.20159536770495248	0.24345278883948052	8.552103185479423	0.893029300123041	0.22566028568200558	0.33679189000075704	0.20620042432788693	0.22053659015445481	0.2364710955169012	12.447969293883109	0.912400440542193	0.25665893703831155	0.34549558243503337	0.21557938631471982	0.20856432765904317	0.23036070359120375	12.397471782260704	0.8896563142701814	0.2637349084686665	0.3703910559632452	0.20267522721556022	0.19311110725090055	0.23382260957029388	12.100003858625325	1.0664803829914276	0.2969855784274996	0.3461891901207166	0.20886597809563165	0.20269738702270465	0.2422474447609471	13.158328918036501	
300000	-142065.70145209628	-136497.01704223186	-5499.630957606348	-69.05345225807532	453.73187591870123	4675.684293944328	451	61.48577354022212	432.4661496101013	266.31114666158373	1682.2472818811889	35.58808944061746	376.91718516460946	126.49570037280834	564.3948279437285	36.952157670913316	455.89595811512163	29.686653980776125	419.77014804163196	54.86338271678236	533.7370231819442	35.0051194270998	442.1405238918155	0.1211	1.0293	2.554300112467895	2.9052024735812734	0.6782396154893838	0.6172433781055655	2.497351714589801	3.933736900208206	2.295750501504091	3.691698577852923	4.852918204551777	4.873783718401274	3.704450620447409	3.5440950208134865	2.385125586282308	3.4812985637535636	3.602379467790779	3.5625193333924825	4.3186275404712715	5.605455076388789	4.601427817533077	5.0811668278890405	-0.46789004437743864	-1.6995003845107401	-2.371517807149353	-1.7941813061164957	-2.686711098649999	-1.1298908260854292	1.3311145174362053	0.8914244209551732	-0.5735324889125986	-1.1911590624685264	-1.1644066587503124	-1.0635012631859957	0.9927989633171197	1.176228162172842	-0.22337726600469804	-0.6813208874321002	-1.342692968949009	-1.606672511717976	-0.34819228291821896	-0.05178130740871141	1.096345127054017	0.9418131426057401	0.0035	1.1022174145840455	0.3667100189057206	0.36081726688349886	0.19830527431243006	0.18738076026067296	0.2534966985433982	11.273484704575349	1.2433596066842043	0.680049576590926	0.328815289102415	0.2143326195727846	0.20528099045916187	0.2515711008656385	6.172694177067142	0.6921778011670495	0.16917633604842341	0.32140568668931724	0.23119346774054136	0.22843048956404985	0.2189703560060915	12.884488135301638	1.0714689192650482	0.48108017515953894	0.37671713181400096	0.1950387574596992	0.20824976870975767	0.21999434201654225	7.935374994317039	0.823100988783203	0.1931751064554306	0.3339291752631454	0.20283580746210753	0.2321741828727907	0.23106083440195646	11.538011005330864	0.9684477833823333	0.24097825546916107	0.35831681784621655	0.21368230708312147	0.19704198016631105	0.23095889490435104	12.366480712505023	0.954647085716986	0.2845836357007339	0.35495704985379584	0.19949087351364472	0.20539003069372858	0.2401620459388309	11.789012758645494	1.0654166291542866	0.266762452290477	0.3443978519798463	0.2186218854467939	0.20220241662536517	0.23477784594799475	13.579440500577128	
350000	-142058.39039504324	-136513.65891890315	-5473.098394439665	-71.63308170043747	360.5456965250491	4364.602901000853	451	61.00298526022823	418.32807588682795	260.2071074815489	1652.084277793953	37.34444715408538	374.6972607083691	124.43647534339793	551.9044893983323	35.80915779651523	448.78285402927133	31.618192248370296	414.34091238046204	54.3895048349404	522.6520513912482	34.624752306437834	435.8200027126776	0.1211	1.0293	1.847753470560622	2.262579991456637	1.0562134035935187	0.8476409640623166	1.6257866971491928	3.9470267691231258	2.4336838603046926	3.90081720143436	4.574546541183393	5.1178779185633845	3.378709761425508	3.7049869956783685	2.499259926367448	4.1588887949714275	3.4300468468975094	3.776154856867346	4.706229433662093	4.906708693584048	3.8862542034866654	4.971092958207179	-2.6697586794984964	-3.185799364400927	-0.9510364659904517	-1.1167158182178754	-2.2699207229836658	-1.792740495538569	1.1973783133785296	1.0157700125162268	-1.1214769919128742	-0.9890536080048649	-1.2956055668937625	-1.3815003324894117	1.0485072877027954	1.4580359842357924	-0.17950064771616808	-0.6062321835175253	-1.144825655313417	-1.4086272985358708	-0.39056875011974485	0.2603758789579831	1.0433659533080673	1.103898850037942	0.0035	1.053364369067834	0.35738888570561134	0.36096841028918425	0.19769457835537732	0.1857769862352186	0.2555600251202198	9.80901127403766	1.2508093941504053	0.6405574570396801	0.32707385254845517	0.22108543827315422	0.18924823900255877	0.2625924701758318	6.408997662620805	0.7688266500042988	0.17054155273611216	0.31497141887148145	0.20264621710770903	0.2505482979998903	0.23183406602091922	12.371405552216867	1.021590780407146	0.47504666135090784	0.36468839515681634	0.21549730540713005	0.21001240801673007	0.20980189141932354	6.9089041444998225	0.8540037672806806	0.24028286774344454	0.3404823801000159	0.206626836620309	0.22023737968658863	0.23265340359308648	10.83055098678883	0.9663850887760181	0.2516850023581835	0.35811436282809667	0.210726169741813	0.19962198118620075	0.23153748624388953	12.353892319364215	0.9313173419179436	0.2753511732096036	0.3620707420289378	0.1961506593550838	0.20528326929993054	0.2364953293160479	12.253176621943524	1.0887295279345084	0.29662303830953485	0.34078712349476586	0.20866438586352384	0.20898949164006955	0.24155899900164068	12.506559255951275	
400000	-142442.91450396072	-136571.3947482174	-5782.36873536877	-89.15102037455537	312.93408334799057	3435.8625995300213	521	65.07502954265397	436.51057690101413	204.98795199152335	1330.7210727328666	37.28961471489442	386.7183599965232	120.11033152415737	565.1883324240234	39.178680913149385	466.9434889676406	35.64578051251083	438.6210317319292	49.57084161385774	510.20174793161453	35.06258419496532	443.70825890544324	0.1211	1.0293	0.5351007520192778	3.118075347381173	0.0600474099116994	1.4858596710416665	1.7823616363995567	4.423090849138694	2.36072136259839	4.197150224803332	5.6937515670505245	4.829625091613106	3.5681326328239615	3.6615686427101033	2.138294535582165	4.175507532730372	3.7328555297255117	4.3076409657091395	3.870642579963023	3.4057231657401665	4.288131971865202	4.282240711852174	-2.2571903358170067	-2.7672763135225766	-1.6143699605941169	-1.607757684153458	-5.135466527269601	-2.897315453048891	1.3164491589664398	0.16366218514481423	-1.6662258455522994	-2.5028751296848424	-1.4201414802766112	-0.8077873675090008	1.2105500762490156	0.7993286614869983	0.6686628672421582	-1.9813471070095885	-1.692645712295633	-1.254637874282199	1.5821079813422168	3.6164555345230256	1.4413801325693196	2.298036915347893	0.0035	1.0122915545455187	0.2946629295610218	0.36511432736079513	0.1981712073457485	0.1869674267326666	0.24974703856078986	11.73403722904902	1.391882699644469	0.8099699418118514	0.32175586106806797	0.22166209173746645	0.18852996378287432	0.26805208341159126	5.753785200575896	0.6465857968747091	0.1663180080384773	0.3267301082690378	0.2021487635326363	0.2409905710381212	0.2301305571602048	14.258704052562804	0.9195929053337125	0.4815164837453672	0.34810843778800193	0.22172075698554508	0.20117774236191205	0.2289930628645409	6.911645492311767	0.8748005217314738	0.21931453551097208	0.35728239533257994	0.20178619099508455	0.22150957577951993	0.21942183789281558	11.532359750300921	1.0064021642259622	0.25831768674143213	0.3600872085459286	0.21977204729366853	0.198858888468497	0.22128185569190584	12.440898479606531	0.9481360550175819	0.2801718737878163	0.3397958023840065	0.20171771425413831	0.21530622190524515	0.24318026145661015	11.976055043503619	1.0431711294601314	0.26585235517559075	0.34081587882661946	0.21848921257744672	0.19981736584700585	0.24087754274892795	13.360207289145011	
450000	-142045.6145686347	-136484.06361429841	-5491.448672863296	-70.10228147298801	363.2778372648004	4359.349080091826	450	60.67470523855883	419.39173655447263	261.66707462401166	1657.884078437901	34.56245681859651	362.3278108005966	123.50070327584777	566.4916890484145	37.91108815660697	456.69212397652535	34.37433477714294	425.2525478394493	55.4212593135831	528.3005555820699	36.63969202720949	439.7731368680806	0.1211	1.0293	2.1347333672821014	2.731251922541886	0.9481915105085489	0.5482168661067351	2.524975994806919	3.7040419793706714	2.417643326836204	4.66389396822773	4.485263087956676	4.807169263554486	3.799292622337673	3.5142509600314287	2.479497670589879	3.6530715446458033	3.3746369616143577	4.139989816964061	4.815430630728334	5.107680658567122	4.440327074930419	5.154470427958545	-3.706228980137414	-1.4821112596154442	-1.3846188089769365	-1.6862034917973168	-2.318468159832455	-1.7961379628642413	1.1435282721208597	0.8535736775001963	-0.9625052629783214	-0.93639555975785	-1.4342196887469876	-0.9306136090183302	0.9408474717200395	1.1252154975114848	-0.22973754055399018	-0.394662213206494	-1.1964720211474473	-1.209186492436491	-0.5714076368222105	0.5844875502366441	1.2221769176796968	1.2710402224582824	0.0035	1.036890021699868	0.3164829613665009	0.36009082928534003	0.1943055728285544	0.19173748486376815	0.25386611302233736	10.332756368033158	1.1961163372885777	0.7295824047048749	0.3301327217097986	0.21257607177399646	0.19291802257369392	0.2643731839425111	6.018609839791878	0.7226977634228756	0.18651418954162444	0.3246522720151172	0.21180170814035076	0.24363283234897506	0.21991318749555697	11.953601872149731	1.0026549954140285	0.4235506110401062	0.3687065450476851	0.1981706095335191	0.1960906692742626	0.23703217614453334	7.487417829949208	0.8785533591771751	0.22449228570686552	0.35246607859873536	0.19385866781180422	0.22869666536578914	0.22497858822367123	12.259392600943228	1.0094430197756101	0.2661967598838828	0.35843655773447936	0.22230539313989137	0.19657157281020438	0.22268647631542499	13.507909401173436	0.9093567044126013	0.2764088635953784	0.3640817402666638	0.19884549257386885	0.20136195193696893	0.23571081522249832	11.87585920479321	1.1292833808278697	0.2865414975039815	0.33782595257958736	0.21171356042849168	0.21208889815600057	0.23837158883592047	13.114314734758063	
