Sample	min:cow:0	max:cow:0	min:cow:1	max:cow:1	min:cow:2	max:cow:2	min:cow:3	max:cow:3	min:cow:4	max:cow:4	min:cow:5	max:cow:5	min:cow:6	max:cow:6	min:cow:7	max:cow:7
189	1.1458266846977097	1.525706633624452	1.1458266846977097	1.525706633624452	1.1458266846977097	1.525706633624452	1.1458266846977097	1.525706633624452	1.1458266846977097	6.968518030326692	1.1458266846977097	1.525706633624452	1.1458266846977097	3.041842332873614	1.1458266846977097	1.525706633624452
190	1.1636050026288842	1.578791582158118	1.1636050026288842	1.578791582158118	1.1636050026288842	1.578791582158118	1.1636050026288842	1.578791582158118	1.1636050026288842	7.70715486483536	1.1636050026288842	1.578791582158118	1.1636050026288842	2.9844607427780545	1.1636050026288842	1.578791582158118
191	1.1576204858667154	1.5002576967873438	1.1576204858667154	1.5002576967873438	1.1576204858667154	1.5002576967873438	1.1576204858667154	1.5002576967873438	1.1576204858667154	7.831864620422692	1.1576204858667154	1.5002576967873438	1.1576204858667154	3.311897443386812	1.1576204858667154	1.5002576967873438
192	1.1080402405489451	1.5752272538449859	1.1080402405489451	1.5752272538449859	1.1080402405489451	1.5752272538449859	1.1080402405489451	1.5752272538449859	1.1080402405489451	7.769933403677356	1.1080402405489451	1.5752272538449859	1.1080402405489451	3.138571768501606	1.1080402405489451	1.5752272538449859
193	1.1572954490042378	1.546837429830731	1.1572954490042378	1.546837429830731	1.1572954490042378	1.546837429830731	1.1572954490042378	1.546837429830731	1.1572954490042378	7.618151994358186	1.1572954490042378	1.546837429830731	1.1572954490042378	3.2231422981677724	1.1572954490042378	1.546837429830731
194	1.0776156317610344	1.5098975331675604	1.0776156317610344	1.5098975331675604	1.0776156317610344	1.5098975331675604	1.0776156317610344	1.5098975331675604	1.0776156317610344	7.882549152212448	1.0776156317610344	1.5098975331675604	1.0776156317610344	3.0065887115635235	1.0776156317610344	1.5098975331675604
195	1.0030333507542935	1.5029553982866446	1.0030333507542935	1.5029553982866446	1.0030333507542935	1.5029553982866446	1.0030333507542935	1.5029553982866446	1.0030333507542935	7.123196791123917	1.0030333507542935	1.5029553982866446	1.0030333507542935	3.317835143939817	1.0030333507542935	1.5029553982866446
196	1.0185505640696704	1.479126834552062	1.0185505640696704	1.479126834552062	1.0185505640696704	1.583824464462765	1.0185505640696704	1.479126834552062	1.0185505640696704	7.077585443424454	1.0185505640696704	1.479126834552062	1.0185505640696704	3.1261548396469436	1.0185505640696704	1.479126834552062
197	1.0545031982233013	1.5067657963661247	1.0545031982233013	1.5067657963661247	1.0545031982233013	1.5067657963661247	1.0545031982233013	1.7779255152364897	1.0545031982233013	6.57099305154	1.0545031982233013	1.7779255152364897	1.0545031982233013	3.1337033583962466	1.0545031982233013	1.5067657963661247
198	1.0573043789256076	1.4506335673641217	1.0573043789256076	1.4506335673641217	1.0573043789256076	1.8383652287468806	1.0573043789256076	1.8383652287468806	1.0573043789256076	5.822578912251629	1.0573043789256076	1.4506335673641217	1.0573043789256076	3.2369814949478553	1.0573043789256076	1.4506335673641217
199	1.1168663926116835	1.3995568792541633	1.1168663926116835	1.3995568792541633	1.1168663926116835	1.5888359676202697	1.1168663926116835	1.5888359676202697	1.1168663926116835	5.807248767822642	1.1168663926116835	1.3995568792541633	1.1168663926116835	2.64909637357448	1.1168663926116835	1.5888359676202697
200	1.1157432021998943	1.4950480476685186	1.1157432021998943	1.4950480476685186	1.1157432021998943	1.4950480476685186	1.1157432021998943	1.6965933039890047	1.1157432021998943	5.894444975649293	1.1157432021998943	1.6965933039890047	1.1157432021998943	2.704370198348272	1.1157432021998943	1.4950480476685186
201	1.0798219822054023	1.5406460593654572	1.0798219822054023	1.5406460593654572	1.0798219822054023	1.5406460593654572	1.0798219822054023	1.6318501787954176	1.0798219822054023	5.739026583240786	1.0798219822054023	1.5406460593654572	1.0798219822054023	3.0502899322608243	1.0798219822054023	1.5406460593654572
202	1.0805873750947228	1.5932415489190532	1.0805873750947228	1.5932415489190532	1.0805873750947228	1.5932415489190532	1.0805873750947228	1.647258152823838	1.0805873750947228	6.7415553116630065	1.0805873750947228	1.5932415489190532	1.0805873750947228	2.458432677133203	1.0805873750947228	1.5932415489190532
203	1.096392519572845	1.5206170391088847	1.096392519572845	1.5206170391088847	1.096392519572845	1.5206170391088847	1.096392519572845	1.7854286133552364	1.096392519572845	6.43052546232218	1.096392519572845	1.5206170391088847	1.096392519572845	3.306027453305745	1.096392519572845	1.5206170391088847
204	1.1399663771811106	1.537871923157411	1.1399663771811106	1.537871923157411	1.1399663771811106	1.537871923157411	1.1399663771811106	1.7468767627572959	1.1399663771811106	5.93833403400626	1.1399663771811106	1.537871923157411	1.1399663771811106	3.065324134183129	1.1399663771811106	1.537871923157411
205	1.1854565269062505	1.535351484512546	1.1854565269062505	1.535351484512546	1.1854565269062505	1.535351484512546	1.1854565269062505	1.535351484512546	1.1854565269062505	6.486525882607822	1.1854565269062505	1.535351484512546	1.1854565269062505	3.0922463866113787	1.1854565269062505	1.7963067367964243
206	1.1611208010799885	1.4576547736259897	1.1611208010799885	1.4576547736259897	1.1611208010799885	1.4576547736259897	1.1611208010799885	1.7806342637215664	1.1611208010799885	7.501132883849209	1.1611208010799885	1.4576547736259897	1.1611208010799885	3.25298018857103	1.1611208010799885	1.4576547736259897
207	1.132899234787999	1.5547879674790863	1.132899234787999	1.5547879674790863	1.132899234787999	1.5547879674790863	1.132899234787999	1.7595862110031817	1.132899234787999	6.785197109881892	1.132899234787999	1.5547879674790863	1.132899234787999	3.374261486424899	1.132899234787999	1.5547879674790863
208	1.1178384357791629	1.577220210529532	1.1178384357791629	1.577220210529532	1.1178384357791629	1.577220210529532	1.1178384357791629	1.7618998175438776	1.1178384357791629	6.6217748629272535	1.1178384357791629	1.577220210529532	1.1178384357791629	3.2469460375589847	1.1178384357791629	1.7618998175438776
209	1.1338541764162358	1.490989946226989	1.1338541764162358	1.490989946226989	1.1338541764162358	1.840243207024571	1.1338541764162358	1.840243207024571	1.1338541764162358	6.724527629035492	1.1338541764162358	1.490989946226989	1.1338541764162358	2.7177589823368464	1.1338541764162358	1.490989946226989
210	1.0596326900120516	1.4212431853473504	1.0596326900120516	1.4212431853473504	1.0596326900120516	1.7611445797887484	1.0596326900120516	1.7611445797887484	1.0596326900120516	6.792947112779245	1.0596326900120516	1.4212431853473504	1.0596326900120516	3.3311800286312803	1.0596326900120516	1.4212431853473504
211	1.0441134133860146	1.469804581485647	1.0441134133860146	1.469804581485647	1.0441134133860146	1.6956236749146	1.0441134133860146	1.6956236749146	1.0441134133860146	6.529395511529998	1.0441134133860146	1.469804581485647	1.0441134133860146	3.037695495494262	1.0441134133860146	1.469804581485647
212	1.080299980568185	1.5174107740708962	1.080299980568185	1.5174107740708962	1.080299980568185	1.5174107740708962	1.080299980568185	1.5174107740708962	1.080299980568185	6.116351646748058	1.080299980568185	1.5174107740708962	1.080299980568185	3.6405456106142253	1.080299980568185	1.5673986515022023
213	1.0903865351013735	1.582321595975344	1.0903865351013735	1.582321595975344	1.0903865351013735	1.582321595975344	1.0903865351013735	1.582321595975344	1.0903865351013735	6.236585343897616	1.0903865351013735	1.582321595975344	1.0903865351013735	3.094870686811845	1.0903865351013735	1.582321595975344
214	1.0320537971340684	1.4511063902070305	1.0320537971340684	1.4511063902070305	1.0320537971340684	1.4511063902070305	1.0320537971340684	1.4511063902070305	1.0320537971340684	5.967283569043474	1.0320537971340684	1.4511063902070305	1.0320537971340684	3.1729876031646143	1.0320537971340684	1.4511063902070305
215	1.0852604639423191	1.420011204191411	1.0852604639423191	1.420011204191411	1.0852604639423191	1.420011204191411	1.0852604639423191	1.420011204191411	1.0852604639423191	6.263536238145434	1.0852604639423191	1.420011204191411	1.0852604639423191	3.067945512890361	1.0852604639423191	1.420011204191411
216	1.0370742737754028	1.5142650598461387	1.0370742737754028	1.5142650598461387	1.0370742737754028	1.5142650598461387	1.0370742737754028	1.5142650598461387	1.0370742737754028	6.867907805595962	1.0370742737754028	1.5142650598461387	1.0370742737754028	3.155738550037597	1.0370742737754028	1.5142650598461387
217	1.0381465409802786	1.522988018895461	1.0381465409802786	1.522988018895461	1.0381465409802786	1.6879452802108688	1.0381465409802786	1.6879452802108688	1.0381465409802786	6.118380768423037	1.0381465409802786	1.6879452802108688	1.0381465409802786	3.3992075051537256	1.0381465409802786	1.5972088906780755
218	1.0992061759894511	1.492073410410029	1.0992061759894511	1.492073410410029	1.0992061759894511	1.6160861014114971	1.0992061759894511	1.6160861014114971	1.0992061759894511	7.048775154318491	1.0992061759894511	1.6160861014114971	1.0992061759894511	3.0932820543034154	1.0992061759894511	1.492073410410029
219	1.0858143626811056	1.5029823949952572	1.0858143626811056	1.5029823949952572	1.0858143626811056	1.5029823949952572	1.0858143626811056	1.6639705617750735	1.0858143626811056	7.022552987295114	1.0858143626811056	1.5029823949952572	1.0858143626811056	3.1475709624278068	1.0858143626811056	1.5029823949952572
220	1.0575050766638583	1.4879442438596584	1.0575050766638583	1.4879442438596584	1.0575050766638583	1.696400192594382	1.0575050766638583	1.696400192594382	1.0575050766638583	7.353569845919765	1.0575050766638583	1.4879442438596584	1.0575050766638583	3.037314713275066	1.0575050766638583	1.4879442438596584
221	1.0505664547058018	1.5364449234877213	1.0505664547058018	1.5364449234877213	1.0505664547058018	1.5364449234877213	1.0505664547058018	1.5364449234877213	1.0505664547058018	6.83765321511126	1.0505664547058018	1.5364449234877213	1.0505664547058018	3.0712175738872816	1.0505664547058018	1.5364449234877213
222	1.1316231811345006	1.4817703624545686	1.1316231811345006	1.4817703624545686	1.1316231811345006	1.4817703624545686	1.1316231811345006	1.733776064128108	1.1316231811345006	6.777625575800954	1.1316231811345006	1.4817703624545686	1.1316231811345006	3.0918254153066584	1.1316231811345006	1.4817703624545686
223	1.0983451898684962	1.4082011888198451	1.0983451898684962	1.4082011888198451	1.0983451898684962	1.8518640123284626	1.0983451898684962	1.8518640123284626	1.0983451898684962	6.206638791904396	1.0983451898684962	1.8518640123284626	1.0983451898684962	3.0950878052789506	1.0983451898684962	1.8518640123284626
224	1.103381586918971	1.5391144707843978	1.103381586918971	1.5391144707843978	1.103381586918971	1.5391144707843978	1.103381586918971	1.5391144707843978	1.103381586918971	6.678655471199818	1.103381586918971	1.5391144707843978	1.103381586918971	2.6711701260811935	1.103381586918971	1.5391144707843978
225	1.0308661774357972	1.530000988365515	1.0308661774357972	1.530000988365515	1.0308661774357972	1.530000988365515	1.0308661774357972	1.530000988365515	1.0308661774357972	5.5168031695410775	1.0308661774357972	1.530000988365515	1.0308661774357972	3.067029531539589	1.0308661774357972	1.530000988365515
226	1.047777191559561	1.5277101857423077	1.047777191559561	1.5277101857423077	1.047777191559561	1.5277101857423077	1.047777191559561	1.6662992250394666	1.047777191559561	6.408169827156911	1.047777191559561	1.5277101857423077	1.047777191559561	3.0757028544082914	1.047777191559561	1.5277101857423077
227	1.0668630660883025	1.5738972542419276	1.0668630660883025	1.5738972542419276	1.0668630660883025	1.6916261890731903	1.0668630660883025	1.5738972542419276	1.0668630660883025	6.212743775366704	1.0668630660883025	1.5738972542419276	1.0668630660883025	3.165838274639441	1.0668630660883025	1.5738972542419276
228	1.1058091509449355	1.5478900336123615	1.1058091509449355	1.5478900336123615	1.1058091509449355	1.5478900336123615	1.1058091509449355	1.6783471560639214	1.1058091509449355	6.8691980661189405	1.1058091509449355	1.5478900336123615	1.1058091509449355	2.901905792897793	1.1058091509449355	1.6783471560639214
229	1.0704678430606407	1.5930232440162513	1.0704678430606407	1.5930232440162513	1.0704678430606407	1.5930232440162513	1.0704678430606407	1.5930232440162513	1.0704678430606407	6.723898065668834	1.0704678430606407	1.5930232440162513	1.0704678430606407	2.809501987048435	1.0704678430606407	1.652533074890954
230	1.079385123955518	1.5415196521471444	1.079385123955518	1.5415196521471444	1.079385123955518	1.5415196521471444	1.079385123955518	1.7914394680605596	1.079385123955518	6.963855435921943	1.079385123955518	1.5415196521471444	1.079385123955518	3.06252658809737	1.079385123955518	1.5415196521471444
231	1.0296610794748062	1.5694473247733924	1.0296610794748062	1.5694473247733924	1.0296610794748062	1.756190782022344	1.0296610794748062	1.756190782022344	1.0296610794748062	6.6829298564216515	1.0296610794748062	1.5694473247733924	1.0296610794748062	3.1093246768230074	1.0296610794748062	1.756190782022344
232	1.0552687878197844	1.5477382217696913	1.0552687878197844	1.5477382217696913	1.0552687878197844	1.6016828813130815	1.0552687878197844	1.5477382217696913	1.0552687878197844	6.8331659083763725	1.0552687878197844	1.5477382217696913	1.0552687878197844	3.0384531582398893	1.0552687878197844	1.5477382217696913
233	1.0390597592864026	1.5329508990804754	1.0390597592864026	1.5329508990804754	1.0390597592864026	1.5329508990804754	1.0390597592864026	1.67569461066185	1.0390597592864026	6.580390228322926	1.0390597592864026	1.5329508990804754	1.0390597592864026	3.1031076520448835	1.0390597592864026	1.5329508990804754
234	1.1039243995070933	1.437777937806743	1.1039243995070933	1.437777937806743	1.1039243995070933	1.437777937806743	1.1039243995070933	1.692207827531547	1.1039243995070933	6.501799080080019	1.1039243995070933	1.437777937806743	1.1039243995070933	3.0947864550682596	1.1039243995070933	1.437777937806743
235	1.0801839289278519	1.4780182583950818	1.0801839289278519	1.4780182583950818	1.0801839289278519	1.4780182583950818	1.0801839289278519	1.6854855822567743	1.0801839289278519	6.349039463048115	1.0801839289278519	1.4780182583950818	1.0801839289278519	3.1113828557326144	1.0801839289278519	1.4780182583950818
236	1.1000589760812147	1.531711559392818	1.1000589760812147	1.531711559392818	1.1000589760812147	1.531711559392818	1.1000589760812147	1.714260206109941	1.1000589760812147	6.401599472271613	1.1000589760812147	1.714260206109941	1.1000589760812147	2.8934713342442535	1.1000589760812147	1.531711559392818
237	1.063491397905949	1.4665464735390117	1.063491397905949	1.4665464735390117	1.063491397905949	1.7136626489566424	1.063491397905949	1.4665464735390117	1.063491397905949	7.064987491066603	1.063491397905949	1.4665464735390117	1.063491397905949	3.40516512112157	1.063491397905949	1.4665464735390117
238	1.1153447232508995	1.5170514874563992	1.1153447232508995	1.5170514874563992	1.1153447232508995	1.5170514874563992	1.1153447232508995	1.7275810562014726	1.1153447232508995	6.747461132824384	1.1153447232508995	1.5170514874563992	1.1153447232508995	2.5976433711605296	1.1153447232508995	1.5170514874563992
239	1.0680825909883538	1.4390706585195971	1.0680825909883538	1.4390706585195971	1.0680825909883538	1.4390706585195971	1.0680825909883538	1.4390706585195971	1.0680825909883538	6.7728561287374305	1.0680825909883538	1.4390706585195971	1.0680825909883538	3.0378575971089106	1.0680825909883538	1.4390706585195971
240	1.0948870696466884	1.4713728383803755	1.0948870696466884	1.4713728383803755	1.0948870696466884	1.9247270753309635	1.0948870696466884	1.9247270753309635	1.0948870696466884	6.719502444992486	1.0948870696466884	1.4713728383803755	1.0948870696466884	3.4099781381595733	1.0948870696466884	1.4713728383803755
241	1.1078055013326207	1.4392802587296387	1.1078055013326207	1.4392802587296387	1.1078055013326207	1.856894496070737	1.1078055013326207	1.856894496070737	1.1078055013326207	6.807604488481758	1.1078055013326207	1.4392802587296387	1.1078055013326207	3.1849372716540643	1.1078055013326207	1.4392802587296387
242	1.0573950481347651	1.4970089773033521	1.0573950481347651	1.4970089773033521	1.0573950481347651	1.4970089773033521	1.0573950481347651	1.4970089773033521	1.0573950481347651	6.4278310435444155	1.0573950481347651	1.4970089773033521	1.0573950481347651	2.894769399144991	1.0573950481347651	1.4970089773033521
243	1.0728240394772683	1.4732118441659452	1.0728240394772683	1.4732118441659452	1.0728240394772683	1.4732118441659452	1.0728240394772683	1.4732118441659452	1.0728240394772683	7.2937668201848	1.0728240394772683	1.4732118441659452	1.0728240394772683	2.911276315488294	1.0728240394772683	1.4732118441659452
244	1.1353381230169646	1.4973731071885368	1.1353381230169646	1.4973731071885368	1.1353381230169646	1.4973731071885368	1.1353381230169646	1.4973731071885368	1.1353381230169646	6.749035175306858	1.1353381230169646	1.4973731071885368	1.1353381230169646	2.997960971509741	1.1353381230169646	1.4973731071885368
245	1.0973485840601995	1.5220139097269794	1.0973485840601995	1.5220139097269794	1.0973485840601995	1.5220139097269794	1.0973485840601995	1.5220139097269794	1.0973485840601995	7.707557726877525	1.0973485840601995	1.5220139097269794	1.0973485840601995	3.097988257278587	1.0973485840601995	1.5220139097269794
246	1.0233915383798262	1.5244459509580395	1.0233915383798262	1.5244459509580395	1.0233915383798262	1.5244459509580395	1.0233915383798262	1.5244459509580395	1.0233915383798262	7.127233676854473	1.0233915383798262	1.5244459509580395	1.0233915383798262	3.4601037375682893	1.0233915383798262	1.5244459509580395
247	1.0811532512131805	1.4781500625545618	1.0811532512131805	1.651027507393195	1.0811532512131805	1.4781500625545618	1.0811532512131805	1.651027507393195	1.0811532512131805	8.310860563809939	1.0811532512131805	1.651027507393195	1.0811532512131805	3.1339418640605174	1.0811532512131805	1.651027507393195
248	1.0968059978666531	1.583344586596212	1.0968059978666531	1.583344586596212	1.0968059978666531	1.895175541332918	1.0968059978666531	1.583344586596212	1.0968059978666531	7.800476621957586	1.0968059978666531	1.583344586596212	1.0968059978666531	2.6755708515802326	1.0968059978666531	1.583344586596212
249	1.0465353652153055	1.4449072232377205	1.0465353652153055	1.4449072232377205	1.0465353652153055	1.4449072232377205	1.0465353652153055	1.4449072232377205	1.0465353652153055	7.080057601953911	1.0465353652153055	1.4449072232377205	1.0465353652153055	2.819774026782653	1.0465353652153055	1.4449072232377205
250	1.0818329128973403	1.4168895195803373	1.0818329128973403	1.4168895195803373	1.0818329128973403	1.4168895195803373	1.0818329128973403	2.016774700426481	1.0818329128973403	7.478527191249896	1.0818329128973403	1.4168895195803373	1.0818329128973403	2.686108649066739	1.0818329128973403	1.4168895195803373
251	1.0710362711278947	1.4839205474574726	1.0710362711278947	1.4839205474574726	1.0710362711278947	1.5800275690135948	1.0710362711278947	1.5800275690135948	1.0710362711278947	7.426493382775561	1.0710362711278947	1.4839205474574726	1.0710362711278947	2.83998429866125	1.0710362711278947	1.4839205474574726
252	1.0725476714049194	1.5184831522997513	1.0725476714049194	1.5184831522997513	1.0725476714049194	1.6021267146162188	1.0725476714049194	1.6021267146162188	1.0725476714049194	7.241891733040745	1.0725476714049194	1.5184831522997513	1.0725476714049194	3.208722534580062	1.0725476714049194	1.5184831522997513
253	1.0814868096637724	1.3908447250678933	1.0814868096637724	1.3908447250678933	1.0814868096637724	1.3908447250678933	1.0814868096637724	1.5889583894995951	1.0814868096637724	6.671249325489043	1.0814868096637724	1.3908447250678933	1.0814868096637724	3.5867148068170422	1.0814868096637724	1.5889583894995951
254	1.0517649940480567	1.514406365219628	1.0517649940480567	1.514406365219628	1.0517649940480567	1.514406365219628	1.0517649940480567	2.2509961080717176	1.0517649940480567	6.547763264562548	1.0517649940480567	1.514406365219628	1.0517649940480567	3.246891139728916	1.0517649940480567	1.514406365219628
255	1.1221208112834233	1.5201916334576424	1.1221208112834233	1.5201916334576424	1.1221208112834233	1.5201916334576424	1.1221208112834233	2.036247391078632	1.1221208112834233	6.553726664452228	1.1221208112834233	1.5201916334576424	1.1221208112834233	3.2692709009889427	1.1221208112834233	1.5201916334576424
256	1.1311211744266814	1.5076833512618748	1.1311211744266814	1.5076833512618748	1.1311211744266814	1.5076833512618748	1.1311211744266814	1.5076833512618748	1.1311211744266814	7.330963693243831	1.1311211744266814	1.5076833512618748	1.1311211744266814	3.463249856669904	1.1311211744266814	1.5076833512618748
257	1.110912876602356	1.4761428944183876	1.110912876602356	1.4761428944183876	1.110912876602356	1.4761428944183876	1.110912876602356	2.167994331786133	1.110912876602356	6.330890354190473	1.110912876602356	1.4761428944183876	1.110912876602356	3.450225278016177	1.110912876602356	1.4761428944183876
258	1.1360124279801198	1.5423735258246722	1.1360124279801198	1.5423735258246722	1.1360124279801198	1.5423735258246722	1.1360124279801198	2.0713457735842837	1.1360124279801198	6.771896228878802	1.1360124279801198	1.5423735258246722	1.1360124279801198	3.261207840433002	1.1360124279801198	1.5423735258246722
259	1.0965159563951943	1.532884093790699	1.0965159563951943	1.532884093790699	1.0965159563951943	1.9064603697731854	1.0965159563951943	1.9064603697731854	1.0965159563951943	7.034966324991359	1.0965159563951943	1.532884093790699	1.0965159563951943	3.0949098078398833	1.0965159563951943	1.532884093790699
260	1.124233679048416	1.4278136585857624	1.124233679048416	1.4278136585857624	1.124233679048416	1.4278136585857624	1.124233679048416	1.8584281030070144	1.124233679048416	4.50342457882428	1.124233679048416	1.4278136585857624	1.124233679048416	3.283650680240271	1.124233679048416	1.4278136585857624
261	1.0953031329686667	1.4308974819788887	1.0953031329686667	1.4308974819788887	1.0953031329686667	1.4308974819788887	1.0953031329686667	1.9044007041684665	1.0953031329686667	6.456839712235535	1.0953031329686667	1.4308974819788887	1.0953031329686667	3.1671882816403354	1.0953031329686667	1.4308974819788887
262	1.068901381853351	1.4593210791457807	1.068901381853351	1.4593210791457807	1.068901381853351	1.4593210791457807	1.068901381853351	1.799882128933092	1.068901381853351	7.062425051137808	1.068901381853351	1.4593210791457807	1.068901381853351	3.332219641326418	1.068901381853351	1.4593210791457807
263	1.1049999726251656	1.6037293012825842	1.1049999726251656	1.6037293012825842	1.1049999726251656	1.6037293012825842	1.1049999726251656	1.8716698534383909	1.1049999726251656	7.5643547933075865	1.1049999726251656	1.6037293012825842	1.1049999726251656	3.0691445606591117	1.1049999726251656	1.6037293012825842
264	1.071172423497785	1.5017465545118682	1.071172423497785	1.5017465545118682	1.071172423497785	1.8274393794583546	1.071172423497785	1.5017465545118682	1.071172423497785	6.3071640877542166	1.071172423497785	1.5017465545118682	1.071172423497785	3.1765842706635397	1.071172423497785	1.5017465545118682
265	1.0591532307072953	1.4879738595049048	1.0591532307072953	1.4879738595049048	1.0591532307072953	1.8502217374798988	1.0591532307072953	1.8502217374798988	1.0591532307072953	6.3550938787685425	1.0591532307072953	1.4879738595049048	1.0591532307072953	2.994262047433182	1.0591532307072953	1.4879738595049048
266	1.0595144636249358	1.5184375801303531	1.0595144636249358	1.5184375801303531	1.0595144636249358	1.5184375801303531	1.0595144636249358	1.5184375801303531	1.0595144636249358	6.912398509352613	1.0595144636249358	1.5184375801303531	1.0595144636249358	3.640574816829286	1.0595144636249358	1.5184375801303531
267	1.1042713689871277	1.4235919134208643	1.1042713689871277	1.4235919134208643	1.1042713689871277	1.8884543216957184	1.1042713689871277	1.8884543216957184	1.1042713689871277	6.723149045376033	1.1042713689871277	1.4235919134208643	1.1042713689871277	3.2395375968407336	1.1042713689871277	1.4235919134208643
268	1.1028724697437156	1.4928812837827365	1.1028724697437156	1.4928812837827365	1.1028724697437156	1.4928812837827365	1.1028724697437156	1.843642358295881	1.1028724697437156	6.733414213686757	1.1028724697437156	1.4928812837827365	1.1028724697437156	3.508964430197466	1.1028724697437156	1.4928812837827365
269	1.1213219762384767	1.475373234031025	1.1213219762384767	1.475373234031025	1.1213219762384767	1.766938019987549	1.1213219762384767	1.475373234031025	1.1213219762384767	7.404298044784923	1.1213219762384767	1.475373234031025	1.1213219762384767	3.5871295253224105	1.1213219762384767	1.475373234031025
270	1.0938472061034759	1.5191410524401192	1.0938472061034759	1.5191410524401192	1.0938472061034759	1.5191410524401192	1.0938472061034759	1.8224436000445507	1.0938472061034759	6.727792007522623	1.0938472061034759	1.5191410524401192	1.0938472061034759	3.6118855596854473	1.0938472061034759	1.5191410524401192
271	1.0881153365482135	1.6052283142843748	1.0881153365482135	1.6052283142843748	1.0881153365482135	1.6161881578326813	1.0881153365482135	1.6052283142843748	1.0881153365482135	6.500615613443443	1.0881153365482135	1.6052283142843748	1.0881153365482135	3.6880223429475905	1.0881153365482135	1.6052283142843748
272	1.1007326723006656	1.452155378517972	1.1007326723006656	1.452155378517972	1.1007326723006656	1.5968074118642335	1.1007326723006656	1.5968074118642335	1.1007326723006656	6.697740386299671	1.1007326723006656	1.452155378517972	1.1007326723006656	3.4716879368156697	1.1007326723006656	1.452155378517972
273	1.1513454742656677	1.5611289752387734	1.1513454742656677	1.5611289752387734	1.1513454742656677	1.5611289752387734	1.1513454742656677	1.5511617677705658	1.1513454742656677	6.317638099172854	1.1513454742656677	1.5611289752387734	1.1513454742656677	3.2883366866228414	1.1513454742656677	1.5611289752387734
274	1.1312768182925481	1.5643240490069275	1.1312768182925481	1.5643240490069275	1.1312768182925481	1.5643240490069275	1.1312768182925481	1.6434515354013683	1.1312768182925481	6.1283999158833495	1.1312768182925481	1.6434515354013683	1.1312768182925481	3.4283672844108253	1.1312768182925481	1.6434515354013683
275	1.146006859478831	1.4793439737523215	1.146006859478831	1.4793439737523215	1.146006859478831	1.4793439737523215	1.146006859478831	1.6730903086137516	1.146006859478831	7.809060840096237	1.146006859478831	1.4793439737523215	1.146006859478831	3.4638325439367748	1.146006859478831	1.4793439737523215
276	1.103097886214556	1.4446575865168825	1.103097886214556	1.4446575865168825	1.103097886214556	1.6013206060866594	1.103097886214556	1.6013206060866594	1.103097886214556	7.155817334604677	1.103097886214556	1.4446575865168825	1.103097886214556	3.5020320317423455	1.103097886214556	1.4446575865168825
277	1.107359795765035	1.5293568255004288	1.107359795765035	1.5293568255004288	1.107359795765035	1.5293568255004288	1.107359795765035	1.595113211033322	1.107359795765035	6.865681102923006	1.107359795765035	1.5293568255004288	1.107359795765035	3.5849841111406135	1.107359795765035	1.5293568255004288
278	1.13558818267353	1.5413957139173249	1.13558818267353	1.5413957139173249	1.13558818267353	1.5413957139173249	1.13558818267353	1.6286377690056213	1.13558818267353	6.913277307877024	1.13558818267353	1.5413957139173249	1.13558818267353	3.346982260298688	1.13558818267353	1.5413957139173249
279	1.0739621280753795	1.5969648902540428	1.0739621280753795	1.5969648902540428	1.0739621280753795	1.6321534273255622	1.0739621280753795	1.5969648902540428	1.0739621280753795	5.548113831387042	1.0739621280753795	1.6321534273255622	1.0739621280753795	3.1951877429569606	1.0739621280753795	1.5969648902540428
280	1.0395516697043945	1.5676855825971927	1.0395516697043945	1.5676855825971927	1.0395516697043945	1.6050895746074332	1.0395516697043945	1.5676855825971927	1.0395516697043945	5.79759290996293	1.0395516697043945	1.5676855825971927	1.0395516697043945	3.027225699855336	1.0395516697043945	1.5676855825971927
281	1.098514085294937	1.551062396148609	1.098514085294937	1.6494684184569337	1.098514085294937	1.551062396148609	1.098514085294937	1.6494684184569337	1.098514085294937	7.2747419827689725	1.098514085294937	1.6494684184569337	1.098514085294937	3.31594157505171	1.098514085294937	1.551062396148609
282	1.052624772612461	1.5019501744385764	1.052624772612461	1.5019501744385764	1.052624772612461	1.5710130534203586	1.052624772612461	1.5019501744385764	1.052624772612461	6.478094503072953	1.052624772612461	1.5019501744385764	1.052624772612461	3.346365127830495	1.052624772612461	1.5019501744385764
283	1.097367871604007	1.5515909000706927	1.097367871604007	1.5515909000706927	1.097367871604007	1.5515909000706927	1.097367871604007	1.5515909000706927	1.097367871604007	6.567311006767284	1.097367871604007	1.5515909000706927	1.097367871604007	3.4331191108466044	1.097367871604007	1.5515909000706927
284	1.0986351165774408	1.5475275036486664	1.0986351165774408	1.5475275036486664	1.0986351165774408	1.5475275036486664	1.0986351165774408	1.5475275036486664	1.0986351165774408	5.256457544887638	1.0986351165774408	1.5475275036486664	1.0986351165774408	3.141657782896573	1.0986351165774408	1.5475275036486664
285	1.1365487063674493	1.4866073947643201	1.1365487063674493	1.4866073947643201	1.1365487063674493	1.4866073947643201	1.1365487063674493	1.4866073947643201	1.1365487063674493	5.88364595750798	1.1365487063674493	1.4866073947643201	1.1365487063674493	3.5844151669330984	1.1365487063674493	1.4866073947643201
