taxonomic_genus_species	Habitat	Migration	Trophic.Level	Trophic.Niche	Primary.Lifestyle
Galbula albirostris	Forest	1	Carnivore	Invertivore	Insessorial
Galbula chalcothorax	Forest	1	Carnivore	Invertivore	Insessorial
Galbula cyanescens	Forest	1	Carnivore	Invertivore	Insessorial
Galbula cyanicollis	Forest	1	Carnivore	Invertivore	Insessorial
Galbula dea	Forest	1	Carnivore	Invertivore	Insessorial
Galbula galbula	Forest	1	Carnivore	Invertivore	Insessorial
Galbula leucogastra	Shrubland	1	Carnivore	Invertivore	Insessorial
Galbula pastazae	Forest	1	Carnivore	Invertivore	Insessorial
Galbula ruficauda	Forest	1	Carnivore	Invertivore	Insessorial
Galbula tombacea	Forest	1	Carnivore	Invertivore	Insessorial
Jacamaralcyon tridactyla	Forest	1	Carnivore	Invertivore	Insessorial
Jacamerops aureus	Forest	1	Carnivore	Invertivore	Insessorial
Indicator archipelagicus	Forest	1	Carnivore	Invertivore	Insessorial
Indicator conirostris	Woodland	1	Carnivore	Invertivore	Insessorial
Indicator exilis	Forest	1	Carnivore	Invertivore	Insessorial
Indicator indicator	Shrubland	1	Carnivore	Invertivore	Insessorial
Indicator maculatus	Forest	1	Carnivore	Invertivore	Insessorial
Indicator meliphilus	Woodland	1	Carnivore	Invertivore	Insessorial
Indicator minor	Woodland	1	Carnivore	Invertivore	Insessorial
Indicator pumilio	Forest	1	Carnivore	Invertivore	Insessorial
Indicator variegatus	Woodland	1	Carnivore	Invertivore	Insessorial
Indicator willcocksi	Forest	1	Carnivore	Invertivore	Insessorial
Indicator xanthonotus	Wetland	1	Carnivore	Invertivore	Insessorial
Melichneutes robustus	Forest	2	Carnivore	Invertivore	Insessorial
Melignomon eisentrauti	Forest	1	Omnivore	Omnivore	Insessorial
Melignomon zenkeri	Forest	1	Carnivore	Invertivore	Insessorial
Prodotiscus insignis	Forest	1	Carnivore	Invertivore	Insessorial
Prodotiscus regulus	Woodland	1	Carnivore	Invertivore	Insessorial
Prodotiscus zambesiae	Forest	1	Carnivore	Invertivore	Insessorial
Blythipicus pyrrhotis	Forest	1	Carnivore	Invertivore	Insessorial
Blythipicus rubiginosus	Forest	1	Carnivore	Invertivore	Insessorial
Campephilus gayaquilensis	Woodland	1	Carnivore	Invertivore	Insessorial
Campephilus guatemalensis	Forest	1	Carnivore	Invertivore	Insessorial
Campephilus haematogaster	Forest	1	Carnivore	Invertivore	Insessorial
Campephilus imperialis	Forest	1	Carnivore	Invertivore	Insessorial
Campephilus leucopogon	Woodland	1	Carnivore	Invertivore	Insessorial
Campephilus magellanicus	Woodland	1	Carnivore	Invertivore	Insessorial
Campephilus melanoleucos	Forest	1	Carnivore	Invertivore	Insessorial
Campephilus pollens	Forest	1	Carnivore	Invertivore	Insessorial
Campephilus principalis	Forest	1	Carnivore	Invertivore	Insessorial
Campephilus robustus	Forest	1	Carnivore	Invertivore	Insessorial
Campephilus rubricollis	Forest	1	Carnivore	Invertivore	Insessorial
Campethera abingoni	Shrubland	1	Carnivore	Invertivore	Insessorial
Campethera bennettii	Woodland	1	Carnivore	Invertivore	Terrestrial
Campethera cailliautii	Forest	1	Carnivore	Invertivore	Insessorial
Campethera caroli	Forest	1	Carnivore	Invertivore	Insessorial
Campethera maculosa	Forest	1	Carnivore	Invertivore	Insessorial
Campethera mombassica	Forest	1	Carnivore	Invertivore	Insessorial
Campethera nivosa	Forest	1	Carnivore	Invertivore	Insessorial
Campethera notata	Forest	1	Carnivore	Invertivore	Insessorial
Campethera nubica	Shrubland	1	Carnivore	Invertivore	Insessorial
Campethera punctuligera	Woodland	1	Carnivore	Invertivore	Insessorial
Campethera scriptoricauda	Woodland	1	Carnivore	Invertivore	Terrestrial
Campethera tullbergi	Forest	1	Carnivore	Invertivore	Insessorial
Celeus brachyurus	Forest	1	Carnivore	Invertivore	Insessorial
Celeus castaneus	Forest	1	Carnivore	Invertivore	Insessorial
Celeus elegans	Forest	1	Carnivore	Invertivore	Insessorial
Celeus flavescens	Forest	1	Carnivore	Invertivore	Insessorial
