#node	date	numeric date
NODE_0001134	2024-03-12	2024.194979
A/dairy_cow/Texas/24_009088-002/2024|EPI_ISL_19094761|2024-03-13	2024-03-13	2024.198087
NODE_0001135	2024-03-12	2024.196012
NODE_0001136	2024-03-13	2024.197369
A/dairy_cow/Texas/24_009088-001/2024|EPI_ISL_19094760|2024-03-13	2024-03-13	2024.198087
NODE_0001137	2024-03-13	2024.198087
A/dairy_cow/Texas/24_009290-006/2024|EPI_ISL_19094608|2024-03-13	2024-03-13	2024.198087
A/dairy_cow/Texas/24_009290-005/2024|EPI_ISL_19094607|2024-03-13	2024-03-13	2024.198087
NODE_0000959	2024-03-13	2024.197677
NODE_0000960	2024-03-13	2024.199069
NODE_0000961	2024-03-14	2024.200102
NODE_0000962	2024-03-14	2024.200820
A/dairy_cow/Texas/24_009110-001/2024|EPI_ISL_19094724|2024-03-14	2024-03-14	2024.200820
A/dairy_cow/Texas/24_009110-022/2024|EPI_ISL_19094626|2024-03-14	2024-03-14	2024.200820
NODE_0000963	2024-03-14	2024.200820
A/dairy_cow/Texas/24_009110-015/2024|EPI_ISL_19094736|2024-03-14	2024-03-14	2024.200820
A/dairy_cow/Texas/24_009110-027/2024|EPI_ISL_19094463|2024-03-14	2024-03-14	2024.200820
NODE_0000964	2024-03-14	2024.200102
NODE_0000965	2024-03-14	2024.200820
A/dairy_cow/Texas/24_009110-002/2024|EPI_ISL_19094725|2024-03-14	2024-03-14	2024.200820
A/dairy_cow/Texas/24_009110-024/2024|EPI_ISL_19094466|2024-03-14	2024-03-14	2024.200820
NODE_0000966	2024-03-14	2024.200820
A/dairy_cow/Texas/24_009110-016/2024|EPI_ISL_19094737|2024-03-14	2024-03-14	2024.200820
A/dairy_cow/Texas/24_009110-004/2024|EPI_ISL_19094727|2024-03-14	2024-03-14	2024.200820
NODE_0000967	2024-03-13	2024.199069
NODE_0000968	2024-03-14	2024.200102
NODE_0000969	2024-03-14	2024.200820
A/dairy_cow/Texas/24_009110-007/2024|EPI_ISL_19094730|2024-03-14	2024-03-14	2024.200820
A/dairy_cow/Texas/24_009110-021/2024|EPI_ISL_19094672|2024-03-14	2024-03-14	2024.200820
NODE_0000970	2024-03-14	2024.200820
A/dairy_cow/Texas/24_009110-005/2024|EPI_ISL_19094728|2024-03-14	2024-03-14	2024.200820
A/dairy_cow/Texas/24_009110-006/2024|EPI_ISL_19094729|2024-03-14	2024-03-14	2024.200820
NODE_0000971	2024-03-14	2024.200102
NODE_0000972	2024-03-14	2024.200820
A/dairy_cow/Texas/24_009110-012/2024|EPI_ISL_19094734|2024-03-14	2024-03-14	2024.200820
A/dairy_cow/Texas/24_009110-025/2024|EPI_ISL_19094465|2024-03-14	2024-03-14	2024.200820
NODE_0000973	2024-03-14	2024.200820
A/dairy_cow/Texas/24_009110-011/2024|EPI_ISL_19094733|2024-03-14	2024-03-14	2024.200820
A/dairy_cow/Texas/24_009110-010/2024|EPI_ISL_19094732|2024-03-14	2024-03-14	2024.200820
NODE_0003692	2024-02-16	2024.126417
A/dairy_cow/Texas/24_009028-008/2024|EPI_ISL_19094755|2024-03-20	2024-03-20	2024.217213
A/dairy_cow/Texas/24_009029-001/2024|EPI_ISL_19094758|2024-03-21	2024-03-21	2024.219945
NODE_0003693	2024-03-20	2024.217213
A/feline/New_Mexico/24-009116-002-original/2024|EPI_ISL_19054394|2024-03-20	2024-03-20	2024.217213
A/feline/New_Mexico/24-009116-005-original/2024|EPI_ISL_19054396|2024-03-20	2024-03-20	2024.217213
A/domestic_cat/Oklahoma/24_009118-002/2024|EPI_ISL_19094660|2024-03-20	2024-03-20	2024.217213
A/feline/New_Mexico/24-009116-004-original/2024|EPI_ISL_19054395|2024-03-20	2024-03-20	2024.217213
NODE_0001159	2024-03-09	2024.188140
NODE_0001162	2024-03-10	2024.189891
A/dairy_cow/Texas/24_009776-004/2024|EPI_ISL_19094588|2024-03-10	2024-03-10	2024.189891
A/dairy_cow/Texas/24_009776-002/2024|EPI_ISL_19094587|2024-03-10	2024-03-10	2024.189891
NODE_0001165	2024-03-10	2024.189173
NODE_0001167	2024-03-10	2024.189891
A/dairy_cow/Texas/24_009776-001/2024|EPI_ISL_19094586|2024-03-10	2024-03-10	2024.189891
A/dairy_cow/Texas/24_009776-015/2024|EPI_ISL_19094589|2024-03-10	2024-03-10	2024.189891
NODE_0000976	2024-03-13	2024.198087
A/dairy_cow/Texas/24_009290-001/2024|EPI_ISL_19094606|2024-03-13	2024-03-13	2024.198087
NODE_0000977	2024-03-13	2024.199069
A/dairy_cow/Texas/24_010331-001/2024|EPI_ISL_19094590|2024-03-14	2024-03-14	2024.200820
NODE_0000978	2024-03-14	2024.200102
NODE_0000979	2024-03-14	2024.200820
A/dairy_cow/Texas/24_009110-008/2024|EPI_ISL_19094731|2024-03-14	2024-03-14	2024.200820
A/dairy_cow/Texas/24_009110-017/2024|EPI_ISL_19094738|2024-03-14	2024-03-14	2024.200820
NODE_0000980	2024-03-14	2024.200820
A/dairy_cow/Texas/24_009110-020/2024|EPI_ISL_19094718|2024-03-14	2024-03-14	2024.200820
NODE_0000981	2024-03-17	2024.208298
A/dairy_cow/Texas/24_009499-002/2024|EPI_ISL_19094445|2024-03-17	2024-03-17	2024.209016
NODE_0000982	2024-03-17	2024.209016
A/dairy_cow/Texas/24_009499-001/2024|EPI_ISL_19094455|2024-03-17	2024-03-17	2024.209016
NODE_0000983	2024-03-18	2024.211031
A/common_grackle/Texas/24-008356-003-original/2024|EPI_ISL_19014406|2024-03-18	2024-03-18	2024.211749
NODE_0000984	2024-03-18	2024.211749
A/common_grackle/Texas/24-008356-001-original/2024|EPI_ISL_19014404|2024-03-18	2024-03-18	2024.211749
NODE_0000985	2024-03-19	2024.214429
NODE_0000986	2024-03-20	2024.216495
NODE_0000987	2024-03-20	2024.217213
A/dairy_cow/Texas/24_009028-019/2024|EPI_ISL_19094757|2024-03-20	2024-03-20	2024.217213
A/dairy_cow/Texas/24_009028-007/2024|EPI_ISL_19094764|2024-03-20	2024-03-20	2024.217213
NODE_0000988	2024-03-20	2024.217213
A/dairy_cow/Texas/24_009108-004/2024|EPI_ISL_19094742|2024-03-20	2024-03-20	2024.217213
A/dairy_cow/Texas/24_009028-005/2024|EPI_ISL_19094754|2024-03-20	2024-03-20	2024.217213
NODE_0000989	2024-03-19	2024.215462
NODE_0000990	2024-03-20	2024.217213
A/grackle/Texas/24_008765-002/2024|EPI_ISL_19094631|2024-03-20	2024-03-20	2024.217213
A/dairy_cow/Texas/24_009108-006/2024|EPI_ISL_19094740|2024-03-20	2024-03-20	2024.217213
NODE_0000991	2024-03-20	2024.216495
NODE_0000992	2024-03-20	2024.217213
A/pigeon/Texas/24_008765-001/2024|EPI_ISL_19094633|2024-03-20	2024-03-20	2024.217213
A/dairy_cow/Texas/24_009028-003/2024|EPI_ISL_19094752|2024-03-20	2024-03-20	2024.217213
NODE_0000993	2024-03-20	2024.217213
A/dairy_cow/Texas/24_009108-002/2024|EPI_ISL_19094763|2024-03-20	2024-03-20	2024.217213
NODE_0000994	2024-03-21	2024.219227
NODE_0000995	2024-03-21	2024.219945
A/dairy_cow/Texas/24_009310-005/2024|EPI_ISL_19094611|2024-03-21	2024-03-21	2024.219945
A/dairy_cow/Texas/24_009495-007/2024|EPI_ISL_19094449|2024-03-21	2024-03-21	2024.219945
NODE_0000996	2024-03-21	2024.219945
A/dairy_cow/Texas/24_009495-011/2024|EPI_ISL_19094583|2024-03-21	2024-03-21	2024.219945
NODE_0000997	2024-03-22	2024.222678
A/feline/Texas/24-008764-001-original/2024|EPI_ISL_19054390|2024-03-22	2024-03-22	2024.222678
A/feline/Texas/24-008764-002-original/2024|EPI_ISL_19054391|2024-03-22	2024-03-22	2024.222678
NODE_0003725	2024-03-07	2024.181431
A/dairy_cow/Ohio/24_009586-005/2024|EPI_ISL_19094690|2024-03-29	2024-03-29	2024.241803
A/dairy_cow/Michigan/24_010071-008/2024|EPI_ISL_19094674|2024-04-01	2024-04-01	2024.250000
A/dairy_cow/Ohio/24_009586-002/2024|EPI_ISL_19094688|2024-03-29	2024-03-29	2024.241803
NODE_0001194	2024-03-20	2024.217213
A/dairy_cow/Texas/24_009109-003/2024|EPI_ISL_19094469|2024-03-20	2024-03-20	2024.217213
NODE_0001195	2024-03-21	2024.219227
A/dairy_cow/Texas/24_009310-010/2024|EPI_ISL_19094452|2024-03-21	2024-03-21	2024.219945
NODE_0001196	2024-03-21	2024.219945
A/dairy_cow/Texas/24_009310-009/2024|EPI_ISL_19094453|2024-03-21	2024-03-21	2024.219945
NODE_0000999	2024-03-24	2024.228142
A/dairy_cow/Michigan/24_009027-001/2024|EPI_ISL_19094458|2024-03-24	2024-03-24	2024.228142
NODE_0001000	2024-03-28	2024.240052
NODE_0001001	2024-03-29	2024.241085
NODE_0001002	2024-03-29	2024.241803
A/dairy_cow/Ohio/24_009586-003/2024|EPI_ISL_19094689|2024-03-29	2024-03-29	2024.241803
A/dairy_cow/Ohio/24_009586-008/2024|EPI_ISL_19094706|2024-03-29	2024-03-29	2024.241803
NODE_0001003	2024-03-29	2024.241803
A/dairy_cow/Ohio/24_009586-009/2024|EPI_ISL_19094719|2024-03-29	2024-03-29	2024.241803
A/dairy_cow/Ohio/24_009586-006/2024|EPI_ISL_19094691|2024-03-29	2024-03-29	2024.241803
NODE_0001004	2024-03-29	2024.241085
NODE_0001005	2024-03-29	2024.241803
A/dairy_cow/Ohio/24_009586-007/2024|EPI_ISL_19094692|2024-03-29	2024-03-29	2024.241803
A/dairy_cow/Ohio/24_009586-010/2024|EPI_ISL_19094753|2024-03-29	2024-03-29	2024.241803
NODE_0001006	2024-03-30	2024.245758
A/chicken/Michigan/24_009582-002/2024|EPI_ISL_19094490|2024-04-01	2024-04-01	2024.250000
NODE_0001007	2024-03-31	2024.247128
NODE_0001008	2024-04-01	2024.249282
NODE_0001009	2024-04-01	2024.250000
A/dairy_cow/Michigan/24_010071-001/2024|EPI_ISL_19094715|2024-04-01	2024-04-01	2024.250000
A/chicken/Michigan/24_009582-003/2024|EPI_ISL_19094659|2024-04-01	2024-04-01	2024.250000
NODE_0001010	2024-04-01	2024.250000
A/dairy_cow/Michigan/24_010071-003/2024|EPI_ISL_19094696|2024-04-01	2024-04-01	2024.250000
A/dairy_cow/Michigan/24_010071-005/2024|EPI_ISL_19094695|2024-04-01	2024-04-01	2024.250000
NODE_0001011	2024-03-31	2024.248205
NODE_0001012	2024-04-01	2024.249282
NODE_0001013	2024-04-01	2024.250000
A/dairy_cow/Michigan/24_010071-006/2024|EPI_ISL_19094694|2024-04-01	2024-04-01	2024.250000
A/dairy_cow/Michigan/24_010071-010/2024|EPI_ISL_19094676|2024-04-01	2024-04-01	2024.250000
NODE_0001014	2024-04-01	2024.250000
A/dairy_cow/Michigan/24_010071-007/2024|EPI_ISL_19094693|2024-04-01	2024-04-01	2024.250000
A/dairy_cow/Michigan/24_010071-009/2024|EPI_ISL_19094675|2024-04-01	2024-04-01	2024.250000
NODE_0001015	2024-04-01	2024.249282
A/chicken/Michigan/24_009582-001/2024|EPI_ISL_19094491|2024-04-01	2024-04-01	2024.250000
NODE_0001016	2024-04-01	2024.250000
A/dairy_cow/Michigan/24_010071-002/2024|EPI_ISL_19094716|2024-04-01	2024-04-01	2024.250000
NODE_0001017	2024-04-05	2024.260211
NODE_0001018	2024-04-05	2024.260929
A/dairy_cow/Ohio/B24OSU-UW13-869/2024|EPI_ISL_19091187|2024-04-05	2024-04-05	2024.260929
A/dairy_cow/Ohio/B24OSU-UW12-871/2024|EPI_ISL_19091188|2024-04-05	2024-04-05	2024.260929
NODE_0001019	2024-04-05	2024.260929
A/dairy_cow/Ohio/B24OSU-UW11-863/2024|EPI_ISL_19091189|2024-04-05	2024-04-05	2024.260929
NODE_0001020	2024-04-06	2024.263661
A/chicken/Michigan/24_010308-007/2024|EPI_ISL_19094489|2024-04-06	2024-04-06	2024.263661
A/chicken/Michigan/24_010308-012/2024|EPI_ISL_19094488|2024-04-06	2024-04-06	2024.263661
NODE_0001263	2024-02-15	2024.123847
A/dairy_cow/Texas/24_009367-014/2024|EPI_ISL_19094623|2024-03-25	2024-03-25	2024.230874
NODE_0001264	2024-02-17	2024.129294
NODE_0003569	2024-03-27	2024.236339
A/dairy_cow/Idaho/24_009491-003/2024|EPI_ISL_19094701|2024-03-27	2024-03-27	2024.236339
A/dairy_cow/Idaho/24_009491-005/2024|EPI_ISL_19094702|2024-03-27	2024-03-27	2024.236339
A/dairy_cow/Idaho/24_009491-001/2024|EPI_ISL_19094699|2024-03-27	2024-03-27	2024.236339
A/dairy_cow/Idaho/24_009491-006/2024|EPI_ISL_19094703|2024-03-27	2024-03-27	2024.236339
NODE_0001267	2024-02-19	2024.135342
A/Texas/37/2024|EPI_ISL_19027114|2024-03-28	2024-03-28	2024.239071
NODE_0001268	2024-02-26	2024.153898
A/dairy_cow/South_Dakota/24_010354-011/2024|EPI_ISL_19094748|2024-04-05	2024-04-05	2024.260929
NODE_0001269	2024-03-07	2024.180976
A/chicken/Texas/24_007264-001/2024|EPI_ISL_19094484|2024-03-07	2024-03-07	2024.181694
NODE_0001270	2024-03-07	2024.181694
A/chicken/Texas/24_007264-003/2024|EPI_ISL_19094483|2024-03-07	2024-03-07	2024.181694
NODE_0001021	2024-03-10	2024.189891
A/dairy_cow/Texas/24_009775-001/2024|EPI_ISL_19094585|2024-03-10	2024-03-10	2024.189891
NODE_0001022	2024-03-14	2024.200102
NODE_0001023	2024-03-14	2024.200820
A/dairy_cow/Texas/24_009110-023/2024|EPI_ISL_19094605|2024-03-14	2024-03-14	2024.200820
A/dairy_cow/Texas/24_009110-019/2024|EPI_ISL_19094673|2024-03-14	2024-03-14	2024.200820
NODE_0001024	2024-03-14	2024.200820
A/dairy_cow/Texas/24_009110-018/2024|EPI_ISL_19094739|2024-03-14	2024-03-14	2024.200820
NODE_0001025	2024-03-15	2024.204533
A/blackbird/Texas/24-008357-001-original/2024|EPI_ISL_19014408|2024-03-16	2024-03-16	2024.206284
NODE_0001026	2024-03-16	2024.205566
NODE_0001027	2024-03-16	2024.206284
A/feline/USA/24-009311-006-original/2024|EPI_ISL_19054398|2024-03-16	2024-03-16	2024.206284
A/dairy_cow/New_Mexico/24_009309-004/2024|EPI_ISL_19094679|2024-03-16	2024-03-16	2024.206284
NODE_0001028	2024-03-16	2024.206284
A/feline/Texas/24-009311-004-original/2024|EPI_ISL_19054397|2024-03-16	2024-03-16	2024.206284
NODE_0001029	2024-03-17	2024.208741
NODE_0001030	2024-03-19	2024.214481
A/dairy_cow/Texas/24_009308-006/2024|EPI_ISL_19094609|2024-03-19	2024-03-19	2024.214481
A/dairy_cow/Texas/24_009308-008/2024|EPI_ISL_19094610|2024-03-19	2024-03-19	2024.214481
NODE_0001031	2024-03-17	2024.209459
A/dairy_cow/Texas/24_009308-003/2024|EPI_ISL_19094482|2024-03-19	2024-03-19	2024.214481
NODE_0001032	2024-03-17	2024.210177
A/feline/Texas/24-029329-01/2024|EPI_ISL_19088567|2024-03-20	2024-03-20	2024.217213
NODE_0001033	2024-03-18	2024.211843
NODE_0001034	2024-03-19	2024.215462
NODE_0001035	2024-03-20	2024.216495
NODE_0001036	2024-03-20	2024.217213
A/dairy_cow/Texas/24_009109-001/2024|EPI_ISL_19094470|2024-03-20	2024-03-20	2024.217213
A/dairy_cow/Texas/24_010513-004/2024|EPI_ISL_19094593|2024-03-20	2024-03-20	2024.217213
NODE_0001037	2024-03-20	2024.217213
A/dairy_cow/Texas/24_009109-008/2024|EPI_ISL_19094723|2024-03-20	2024-03-20	2024.217213
A/dairy_cow/Texas/24_009108-001/2024|EPI_ISL_19094762|2024-03-20	2024-03-20	2024.217213
NODE_0001038	2024-03-20	2024.216495
NODE_0001039	2024-03-20	2024.217213
A/dairy_cow/Texas/24_009109-006/2024|EPI_ISL_19094721|2024-03-20	2024-03-20	2024.217213
A/feline/Texas/24-008850-001-original/2024|EPI_ISL_19054392|2024-03-20	2024-03-20	2024.217213
NODE_0001040	2024-03-20	2024.217213
A/dairy_cow/Texas/24_009109-007/2024|EPI_ISL_19094722|2024-03-20	2024-03-20	2024.217213
A/dairy_cow/Texas/24_009108-007/2024|EPI_ISL_19094471|2024-03-20	2024-03-20	2024.217213
NODE_0001041	2024-03-19	2024.213235
NODE_0001042	2024-03-19	2024.215462
NODE_0001043	2024-03-20	2024.216495
NODE_0001044	2024-03-20	2024.217213
A/dairy_cow/Texas/24_009108-005/2024|EPI_ISL_19094741|2024-03-20	2024-03-20	2024.217213
A/feline/Texas/24-029329-02/2024|EPI_ISL_19088568|2024-03-20	2024-03-20	2024.217213
NODE_0001045	2024-03-20	2024.217213
A/dairy_cow/Texas/24_009108-003/2024|EPI_ISL_19094743|2024-03-20	2024-03-20	2024.217213
A/feline/Texas/24-008850-002-original/2024|EPI_ISL_19054393|2024-03-20	2024-03-20	2024.217213
NODE_0001046	2024-03-20	2024.216495
NODE_0001047	2024-03-20	2024.217213
A/dairy_cow/Texas/24_009109-002/2024|EPI_ISL_19094444|2024-03-20	2024-03-20	2024.217213
A/dairy_cow/Texas/24_009109-004/2024|EPI_ISL_19094468|2024-03-20	2024-03-20	2024.217213
NODE_0001048	2024-03-20	2024.217213
A/dairy_cow/Texas/24-008749-006-original/2024|EPI_ISL_19014392|2024-03-20	2024-03-20	2024.217213
A/dairy_cow/Texas/24_009087-001/2024|EPI_ISL_19094759|2024-03-20	2024-03-20	2024.217213
NODE_0001049	2024-03-19	2024.214267
NODE_0001050	2024-03-20	2024.217213
A/dairy_cow/Kansas/24_008767-001/2024|EPI_ISL_19094705|2024-03-20	2024-03-20	2024.217213
A/dairy_cow/Texas/24_008660-002/2024|EPI_ISL_19094479|2024-03-20	2024-03-20	2024.217213
NODE_0001051	2024-03-19	2024.214985
A/dairy_cow/Texas/24_009109-005/2024|EPI_ISL_19094467|2024-03-20	2024-03-20	2024.217213
NODE_0001052	2024-03-19	2024.215704
A/dairy_cow/Texas/24-029328-02/2024|EPI_ISL_19088566|2024-03-20	2024-03-20	2024.217213
NODE_0001053	2024-03-20	2024.217073
NODE_0001054	2024-03-21	2024.219227
NODE_0001055	2024-03-21	2024.219945
A/dairy_cow/Texas/24_009495-004/2024|EPI_ISL_19094451|2024-03-21	2024-03-21	2024.219945
A/dairy_cow/Texas/24_009495-002/2024|EPI_ISL_19094601|2024-03-21	2024-03-21	2024.219945
NODE_0001056	2024-03-21	2024.219945
A/dairy_cow/Texas/24_009495-008/2024|EPI_ISL_19094448|2024-03-21	2024-03-21	2024.219945
A/dairy_cow/Texas/24_009495-005/2024|EPI_ISL_19094450|2024-03-21	2024-03-21	2024.219945
NODE_0001057	2024-03-20	2024.218150
NODE_0001058	2024-03-21	2024.219227
NODE_0001059	2024-03-21	2024.219945
A/dairy_cow/Texas/24_009495-009/2024|EPI_ISL_19094447|2024-03-21	2024-03-21	2024.219945
A/dairy_cow/Texas/24_009495-001/2024|EPI_ISL_19094602|2024-03-21	2024-03-21	2024.219945
NODE_0001060	2024-03-21	2024.219945
A/dairy_cow/Texas/24_009495-003/2024|EPI_ISL_19094582|2024-03-21	2024-03-21	2024.219945
A/dairy_cow/Texas/24_009310-007/2024|EPI_ISL_19094454|2024-03-21	2024-03-21	2024.219945
NODE_0001061	2024-03-21	2024.219227
A/dairy_cow/Texas/24_009495-010/2024|EPI_ISL_19094446|2024-03-21	2024-03-21	2024.219945
NODE_0001062	2024-03-21	2024.219945
A/dairy_cow/Texas/24_009495-012/2024|EPI_ISL_19094584|2024-03-21	2024-03-21	2024.219945
NODE_0001063	2024-03-24	2024.227732
NODE_0001064	2024-03-24	2024.229123
NODE_0001065	2024-03-25	2024.230156
NODE_0001066	2024-03-25	2024.230874
A/dairy_cow/Kansas/24_009497-004/2024|EPI_ISL_19094717|2024-03-25	2024-03-25	2024.230874
A/dairy_cow/Kansas/24_009497-006/2024|EPI_ISL_19094709|2024-03-25	2024-03-25	2024.230874
NODE_0001067	2024-03-25	2024.230874
A/dairy_cow/Kansas/24_009497-005/2024|EPI_ISL_19094708|2024-03-25	2024-03-25	2024.230874
A/dairy_cow/Kansas/24_009497-010/2024|EPI_ISL_19094713|2024-03-25	2024-03-25	2024.230874
NODE_0001068	2024-03-25	2024.230156
NODE_0001069	2024-03-25	2024.230874
A/dairy_cow/Kansas/24_009497-011/2024|EPI_ISL_19094714|2024-03-25	2024-03-25	2024.230874
A/dairy_cow/Texas/24_009367-009/2024|EPI_ISL_19094618|2024-03-25	2024-03-25	2024.230874
NODE_0001070	2024-03-25	2024.230874
A/dairy_cow/Kansas/24_009497-007/2024|EPI_ISL_19094710|2024-03-25	2024-03-25	2024.230874
A/dairy_cow/Texas/24_009367-013/2024|EPI_ISL_19094622|2024-03-25	2024-03-25	2024.230874
NODE_0001071	2024-03-24	2024.229123
NODE_0001072	2024-03-25	2024.230156
NODE_0001073	2024-03-25	2024.230874
A/dairy_cow/Texas/24_009367-005/2024|EPI_ISL_19094616|2024-03-25	2024-03-25	2024.230874
A/dairy_cow/Kansas/24_009497-012/2024|EPI_ISL_19094457|2024-03-25	2024-03-25	2024.230874
NODE_0001074	2024-03-25	2024.230874
A/dairy_cow/Kansas/24_009497-003/2024|EPI_ISL_19094707|2024-03-25	2024-03-25	2024.230874
A/dairy_cow/Texas/24_009367-010/2024|EPI_ISL_19094619|2024-03-25	2024-03-25	2024.230874
NODE_0001075	2024-03-25	2024.230156
A/dairy_cow/Texas/24_009367-003/2024|EPI_ISL_19094615|2024-03-25	2024-03-25	2024.230874
NODE_0001076	2024-03-25	2024.230874
A/dairy_cow/Kansas/24_009497-009/2024|EPI_ISL_19094712|2024-03-25	2024-03-25	2024.230874
NODE_0001077	2024-03-27	2024.235621
A/dairy_cow/Idaho/24_009491-007/2024|EPI_ISL_19094704|2024-03-27	2024-03-27	2024.236339
NODE_0001078	2024-03-27	2024.236339
A/dairy_cow/Idaho/24_009491-002/2024|EPI_ISL_19094700|2024-03-27	2024-03-27	2024.236339
NODE_0001079	2024-03-29	2024.241803
A/dairy_cow/Ohio/24_009586-001/2024|EPI_ISL_19094687|2024-03-29	2024-03-29	2024.241803
NODE_0001080	2024-04-01	2024.250000
A/chicken/Texas/24_009654-001/2024|EPI_ISL_19094652|2024-04-01	2024-04-01	2024.250000
NODE_0001081	2024-04-03	2024.255464
A/dairy_cow/Texas/24_010514-002/2024|EPI_ISL_19094596|2024-04-03	2024-04-03	2024.255464
NODE_0001082	2024-04-04	2024.258145
A/dairy_cow/North_Carolina/24_010327-003/2024|EPI_ISL_19094481|2024-04-04	2024-04-04	2024.258197
NODE_0001083	2024-04-04	2024.259178
NODE_0001084	2024-04-05	2024.260211
A/dairy_cow/South_Dakota/24_010354-005/2024|EPI_ISL_19094746|2024-04-05	2024-04-05	2024.260929
NODE_0001085	2024-04-05	2024.260929
A/dairy_cow/South_Dakota/24_010354-003/2024|EPI_ISL_19094745|2024-04-05	2024-04-05	2024.260929
A/dairy_cow/South_Dakota/24_010354-020/2024|EPI_ISL_19094750|2024-04-05	2024-04-05	2024.260929
NODE_0001086	2024-04-05	2024.260211
NODE_0001087	2024-04-05	2024.260929
A/dairy_cow/South_Dakota/24_010354-001/2024|EPI_ISL_19094720|2024-04-05	2024-04-05	2024.260929
A/dairy_cow/South_Dakota/24_010354-002/2024|EPI_ISL_19094744|2024-04-05	2024-04-05	2024.260929
NODE_0001088	2024-04-05	2024.260929
A/dairy_cow/South_Dakota/24_010354-008/2024|EPI_ISL_19094747|2024-04-05	2024-04-05	2024.260929
A/dairy_cow/South_Dakota/24_010354-012/2024|EPI_ISL_19094749|2024-04-05	2024-04-05	2024.260929
NODE_0002543	2020-01-16	2020.043503
A/american_wigeon/Alaska/USGS-0890/2022|EPI_ISL_18755528|2022-10-14	2022-10-14	2022.784932
NODE_0002479	2021-05-05	2021.341833
NODE_0002480	2022-01-15	2022.038874
A/Bald_Eagle/BC/OTH-33-36/2022_H5N1|EPI_ISL_15843373|2022-02-03	2022-02-03	2022.091781
NODE_0001358	2022-02-07	2022.102150
A/Bald_Eagle/Alaska/USDA-013001-001/2022|EPI_ISL_18132957|2022-04-26	2022-04-26	2022.316438
NODE_0001092	2022-02-27	2022.157183
NODE_0002491	2022-04-06	2022.260875
A/Bald_Eagle/Alaska/USDA-013831-001/2022|EPI_ISL_18132953|2022-04-27	2022-04-27	2022.319178
A/Canada_Goose/BC/AIVPHL-1386/2023|EPI_ISL_18665539|2023-11-07	2023-11-07	2023.850685
NODE_0001094	2022-05-10	2022.354795
A/red_fox/Alaska/22-016300-001-original/2022|EPI_ISL_17260669|2022-05-10	2022-05-10	2022.354795
NODE_0001095	2022-07-17	2022.540860
NODE_0002520	2022-08-26	2022.651890
A/northern_pintail/Alaska/USGS-0335/2022|EPI_ISL_18755533|2022-09-14	2022-09-14	2022.702740
NODE_0002534	2022-10-11	2022.777264
NODE_0002535	2022-10-31	2022.831507
A/chicken/California/22-035144-001-original/2022|EPI_ISL_16297073|2022-10-31	2022-10-31	2022.831507
A/domestic_goose/California/22-035144-003-original/2022|EPI_ISL_16297074|2022-10-31	2022-10-31	2022.831507
NODE_0002537	2023-01-16	2023.042466
A/Cooper_s_Hawk/BC/AIVPHL-893/2023|EPI_ISL_18665578|2023-01-16	2023-01-16	2023.042466
A/trumpeter_swan/BC/AIVPHL-364/2023|EPI_ISL_17051483|2023-01-16	2023-01-16	2023.042466
NODE_0002538	2023-03-06	2023.176712
A/Striped_Skunk/BC/AIVPHL-972/2023|EPI_ISL_18665526|2023-03-06	2023-03-06	2023.176712
A/Striped_Skunk/BC/AIVPHL-975/2023|EPI_ISL_18665529|2023-03-06	2023-03-06	2023.176712
A/Striped_Skunk/BC/AIVPHL-970/2023|EPI_ISL_18665520|2023-03-06	2023-03-06	2023.176712
A/Striped_Skunk/BC/AIVPHL-971/2023|EPI_ISL_18665523|2023-03-06	2023-03-06	2023.176712
NODE_0001101	2023-03-09	2023.184932
A/Striped_Skunk/BC/AIVPHL-977/2023|EPI_ISL_18665535|2023-03-09	2023-03-09	2023.184932
A/Striped_Skunk/BC/AIVPHL-976/2023|EPI_ISL_18665532|2023-03-09	2023-03-09	2023.184932
NODE_0001102	2022-10-02	2022.752553
A/golden_eagle/California/23-009156-001-original/2023|EPI_ISL_17964908|2023-03-08	2023-03-08	2023.182192
NODE_0001103	2022-12-24	2022.978793
A/Great_Horned_Owl/BC/AIVPHL-1037/2023|EPI_ISL_18665580|2023-03-31	2023-03-31	2023.245205
NODE_0001104	2022-12-24	2022.978793
A/Great_Horned_Owl/BC/AIVPHL-981/2023|EPI_ISL_18665538|2023-03-10	2023-03-10	2023.187671
NODE_0002524	2023-02-14	2023.121918
A/gull/California/23-011452-001-original/2023|EPI_ISL_17964935|2023-04-07	2023-04-07	2023.264384
A/red-tailed_hawk/California/23-006644-002-original/2023|EPI_ISL_17964877|2023-02-14	2023-02-14	2023.121918
A/sanderling/California/23-012068-001-original/2023|EPI_ISL_17964943|2023-04-11	2023-04-11	2023.275342
A/sanderling/Oregon/23-011962-001-original/2023|EPI_ISL_17964940|2023-04-13	2023-04-13	2023.280822
A/turkey_vulture/California/23-011452-002-original/2023|EPI_ISL_17964936|2023-04-07	2023-04-07	2023.264384
A/turkey_vulture/California/23-016937-001-original/2023|EPI_ISL_17964979|2023-05-24	2023-05-24	2023.393151
NODE_0001106	2023-02-21	2023.141096
A/American_crow/Oregon/23-006741-001-original/2023|EPI_ISL_17964883|2023-02-21	2023-02-21	2023.141096
NODE_0001107	2023-03-30	2023.241748
A/cormorant/California/23-011452-003-original/2023|EPI_ISL_17964937|2023-04-07	2023-04-07	2023.264384
NODE_0001108	2023-03-30	2023.242466
