WHO region,ITZ,COUNTRY/AREA/TERRITORY,COUNTRY_CODE,ORIGIN_SOURCE,ISO_YEAR,ISO_WEEK,ISO_SDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BVIC,BYAM,BNOTDETERMINED,INF_B,INF_ALL,INF_NEGATIVE,ILI_ACTIVITY
EUR,Northern Europe,Denmark,DNK,SENTINEL,2015,23,2015-06-01T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Estonia,EST,SENTINEL,2015,23,2015-06-01T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Iceland,ISL,SENTINEL,2015,23,2015-06-01T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Lithuania,LTU,SENTINEL,2015,23,2015-06-01T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Sweden,SWE,SENTINEL,2015,23,2015-06-01T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Scotland",X12,SENTINEL,2015,23,2015-06-01T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Belgium,BEL,SENTINEL,2015,23,2015-06-01T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Malta,MLT,SENTINEL,2015,23,2015-06-01T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Portugal,PRT,SENTINEL,2015,23,2015-06-01T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Ireland,IRL,SENTINEL,2015,23,2015-06-01T07:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Wales",X10,SENTINEL,2015,23,2015-06-01T07:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Slovenia,SVN,SENTINEL,2015,23,2015-06-01T07:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Norway,NOR,SENTINEL,2015,23,2015-06-01T07:00:00.000Z,,2,0,0,0,,0,,,2,0,2,2,,1
EUR,South West Europe,Netherlands (Kingdom of the),NLD,SENTINEL,2015,23,2015-06-01T07:00:00.000Z,,3,0,0,0,,0,,,1,0,1,1,,1
EUR,Northern Europe,Finland,FIN,SENTINEL,2015,23,2015-06-01T07:00:00.000Z,,5,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Germany,DEU,SENTINEL,2015,23,2015-06-01T07:00:00.000Z,,14,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Estonia,EST,SENTINEL,2015,24,2015-06-08T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Iceland,ISL,SENTINEL,2015,24,2015-06-08T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Latvia,LVA,SENTINEL,2015,24,2015-06-08T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Lithuania,LTU,SENTINEL,2015,24,2015-06-08T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Norway,NOR,SENTINEL,2015,24,2015-06-08T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Sweden,SWE,SENTINEL,2015,24,2015-06-08T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Northern Ireland",X11,SENTINEL,2015,24,2015-06-08T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Scotland",X12,SENTINEL,2015,24,2015-06-08T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Wales",X10,SENTINEL,2015,24,2015-06-08T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Belgium,BEL,SENTINEL,2015,24,2015-06-08T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Greece,GRC,SENTINEL,2015,24,2015-06-08T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Malta,MLT,SENTINEL,2015,24,2015-06-08T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Slovenia,SVN,SENTINEL,2015,24,2015-06-08T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Denmark,DNK,SENTINEL,2015,24,2015-06-08T07:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Ireland,IRL,SENTINEL,2015,24,2015-06-08T07:00:00.000Z,,2,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,North Macedonia,MKD,SENTINEL,2015,24,2015-06-08T07:00:00.000Z,,2,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Finland,FIN,SENTINEL,2015,24,2015-06-08T07:00:00.000Z,,4,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Netherlands (Kingdom of the),NLD,SENTINEL,2015,24,2015-06-08T07:00:00.000Z,,5,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Germany,DEU,SENTINEL,2015,24,2015-06-08T07:00:00.000Z,,12,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Denmark,DNK,SENTINEL,2015,25,2015-06-15T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Estonia,EST,SENTINEL,2015,25,2015-06-15T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Finland,FIN,SENTINEL,2015,25,2015-06-15T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Iceland,ISL,SENTINEL,2015,25,2015-06-15T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Ireland,IRL,SENTINEL,2015,25,2015-06-15T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Lithuania,LTU,SENTINEL,2015,25,2015-06-15T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Sweden,SWE,SENTINEL,2015,25,2015-06-15T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Northern Ireland",X11,SENTINEL,2015,25,2015-06-15T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Scotland",X12,SENTINEL,2015,25,2015-06-15T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Wales",X10,SENTINEL,2015,25,2015-06-15T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Belgium,BEL,SENTINEL,2015,25,2015-06-15T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Malta,MLT,SENTINEL,2015,25,2015-06-15T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Slovenia,SVN,SENTINEL,2015,25,2015-06-15T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Norway,NOR,SENTINEL,2015,25,2015-06-15T07:00:00.000Z,,1,0,0,0,,0,,,1,0,1,1,,1
EUR,South West Europe,Netherlands (Kingdom of the),NLD,SENTINEL,2015,25,2015-06-15T07:00:00.000Z,,3,0,0,0,,0,,,1,0,1,1,,1
EUR,South West Europe,Germany,DEU,SENTINEL,2015,25,2015-06-15T07:00:00.000Z,,14,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Denmark,DNK,SENTINEL,2015,26,2015-06-22T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Estonia,EST,SENTINEL,2015,26,2015-06-22T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Iceland,ISL,SENTINEL,2015,26,2015-06-22T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Ireland,IRL,SENTINEL,2015,26,2015-06-22T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Latvia,LVA,SENTINEL,2015,26,2015-06-22T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Lithuania,LTU,SENTINEL,2015,26,2015-06-22T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Norway,NOR,SENTINEL,2015,26,2015-06-22T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Sweden,SWE,SENTINEL,2015,26,2015-06-22T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Scotland",X12,SENTINEL,2015,26,2015-06-22T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Wales",X10,SENTINEL,2015,26,2015-06-22T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Belgium,BEL,SENTINEL,2015,26,2015-06-22T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Greece,GRC,SENTINEL,2015,26,2015-06-22T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Malta,MLT,SENTINEL,2015,26,2015-06-22T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Slovenia,SVN,SENTINEL,2015,26,2015-06-22T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Finland,FIN,SENTINEL,2015,26,2015-06-22T07:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Northern Ireland",X11,SENTINEL,2015,26,2015-06-22T07:00:00.000Z,,2,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Netherlands (Kingdom of the),NLD,SENTINEL,2015,26,2015-06-22T07:00:00.000Z,,7,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Germany,DEU,SENTINEL,2015,26,2015-06-22T07:00:00.000Z,,14,0,0,0,,0,,1,0,0,1,1,,1
EUR,Northern Europe,Denmark,DNK,SENTINEL,2015,27,2015-06-29T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Estonia,EST,SENTINEL,2015,27,2015-06-29T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Finland,FIN,SENTINEL,2015,27,2015-06-29T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Iceland,ISL,SENTINEL,2015,27,2015-06-29T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Ireland,IRL,SENTINEL,2015,27,2015-06-29T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Lithuania,LTU,SENTINEL,2015,27,2015-06-29T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Norway,NOR,SENTINEL,2015,27,2015-06-29T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Sweden,SWE,SENTINEL,2015,27,2015-06-29T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Scotland",X12,SENTINEL,2015,27,2015-06-29T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Wales",X10,SENTINEL,2015,27,2015-06-29T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Belgium,BEL,SENTINEL,2015,27,2015-06-29T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Greece,GRC,SENTINEL,2015,27,2015-06-29T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Malta,MLT,SENTINEL,2015,27,2015-06-29T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Slovenia,SVN,SENTINEL,2015,27,2015-06-29T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Northern Ireland",X11,SENTINEL,2015,27,2015-06-29T07:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Netherlands (Kingdom of the),NLD,SENTINEL,2015,27,2015-06-29T07:00:00.000Z,,3,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Germany,DEU,SENTINEL,2015,27,2015-06-29T07:00:00.000Z,,16,0,0,1,,0,1,,0,0,,1,,1
EUR,Northern Europe,Denmark,DNK,SENTINEL,2015,28,2015-07-06T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Estonia,EST,SENTINEL,2015,28,2015-07-06T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Finland,FIN,SENTINEL,2015,28,2015-07-06T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Iceland,ISL,SENTINEL,2015,28,2015-07-06T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Lithuania,LTU,SENTINEL,2015,28,2015-07-06T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Sweden,SWE,SENTINEL,2015,28,2015-07-06T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Northern Ireland",X11,SENTINEL,2015,28,2015-07-06T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Scotland",X12,SENTINEL,2015,28,2015-07-06T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Wales",X10,SENTINEL,2015,28,2015-07-06T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Belgium,BEL,SENTINEL,2015,28,2015-07-06T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Greece,GRC,SENTINEL,2015,28,2015-07-06T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Malta,MLT,SENTINEL,2015,28,2015-07-06T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Netherlands (Kingdom of the),NLD,SENTINEL,2015,28,2015-07-06T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Slovenia,SVN,SENTINEL,2015,28,2015-07-06T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Ireland,IRL,SENTINEL,2015,28,2015-07-06T07:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Norway,NOR,SENTINEL,2015,28,2015-07-06T07:00:00.000Z,,2,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Germany,DEU,SENTINEL,2015,28,2015-07-06T07:00:00.000Z,,7,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Denmark,DNK,SENTINEL,2015,29,2015-07-13T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Estonia,EST,SENTINEL,2015,29,2015-07-13T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Finland,FIN,SENTINEL,2015,29,2015-07-13T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Iceland,ISL,SENTINEL,2015,29,2015-07-13T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Ireland,IRL,SENTINEL,2015,29,2015-07-13T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Lithuania,LTU,SENTINEL,2015,29,2015-07-13T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Norway,NOR,SENTINEL,2015,29,2015-07-13T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Sweden,SWE,SENTINEL,2015,29,2015-07-13T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Scotland",X12,SENTINEL,2015,29,2015-07-13T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Wales",X10,SENTINEL,2015,29,2015-07-13T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Belgium,BEL,SENTINEL,2015,29,2015-07-13T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Greece,GRC,SENTINEL,2015,29,2015-07-13T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Malta,MLT,SENTINEL,2015,29,2015-07-13T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Netherlands (Kingdom of the),NLD,SENTINEL,2015,29,2015-07-13T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Northern Ireland",X11,SENTINEL,2015,29,2015-07-13T07:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Slovenia,SVN,SENTINEL,2015,29,2015-07-13T07:00:00.000Z,,2,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Germany,DEU,SENTINEL,2015,29,2015-07-13T07:00:00.000Z,,11,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Denmark,DNK,SENTINEL,2015,30,2015-07-20T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Estonia,EST,SENTINEL,2015,30,2015-07-20T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Iceland,ISL,SENTINEL,2015,30,2015-07-20T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Lithuania,LTU,SENTINEL,2015,30,2015-07-20T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Sweden,SWE,SENTINEL,2015,30,2015-07-20T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Northern Ireland",X11,SENTINEL,2015,30,2015-07-20T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Scotland",X12,SENTINEL,2015,30,2015-07-20T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Wales",X10,SENTINEL,2015,30,2015-07-20T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Belgium,BEL,SENTINEL,2015,30,2015-07-20T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Greece,GRC,SENTINEL,2015,30,2015-07-20T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Malta,MLT,SENTINEL,2015,30,2015-07-20T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Slovenia,SVN,SENTINEL,2015,30,2015-07-20T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Ireland,IRL,SENTINEL,2015,30,2015-07-20T07:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Finland,FIN,SENTINEL,2015,30,2015-07-20T07:00:00.000Z,,2,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Norway,NOR,SENTINEL,2015,30,2015-07-20T07:00:00.000Z,,3,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Netherlands (Kingdom of the),NLD,SENTINEL,2015,30,2015-07-20T07:00:00.000Z,,3,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Germany,DEU,SENTINEL,2015,30,2015-07-20T07:00:00.000Z,,17,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Denmark,DNK,SENTINEL,2015,31,2015-07-27T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Finland,FIN,SENTINEL,2015,31,2015-07-27T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Iceland,ISL,SENTINEL,2015,31,2015-07-27T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Lithuania,LTU,SENTINEL,2015,31,2015-07-27T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Norway,NOR,SENTINEL,2015,31,2015-07-27T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Sweden,SWE,SENTINEL,2015,31,2015-07-27T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Northern Ireland",X11,SENTINEL,2015,31,2015-07-27T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Scotland",X12,SENTINEL,2015,31,2015-07-27T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Wales",X10,SENTINEL,2015,31,2015-07-27T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Belgium,BEL,SENTINEL,2015,31,2015-07-27T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Greece,GRC,SENTINEL,2015,31,2015-07-27T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Malta,MLT,SENTINEL,2015,31,2015-07-27T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Estonia,EST,SENTINEL,2015,31,2015-07-27T07:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Netherlands (Kingdom of the),NLD,SENTINEL,2015,31,2015-07-27T07:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Slovenia,SVN,SENTINEL,2015,31,2015-07-27T07:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Ireland,IRL,SENTINEL,2015,31,2015-07-27T07:00:00.000Z,,2,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Germany,DEU,SENTINEL,2015,31,2015-07-27T07:00:00.000Z,,12,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Denmark,DNK,SENTINEL,2015,32,2015-08-03T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Finland,FIN,SENTINEL,2015,32,2015-08-03T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Iceland,ISL,SENTINEL,2015,32,2015-08-03T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Ireland,IRL,SENTINEL,2015,32,2015-08-03T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Lithuania,LTU,SENTINEL,2015,32,2015-08-03T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Norway,NOR,SENTINEL,2015,32,2015-08-03T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Sweden,SWE,SENTINEL,2015,32,2015-08-03T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Scotland",X12,SENTINEL,2015,32,2015-08-03T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Wales",X10,SENTINEL,2015,32,2015-08-03T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Belgium,BEL,SENTINEL,2015,32,2015-08-03T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Greece,GRC,SENTINEL,2015,32,2015-08-03T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Estonia,EST,SENTINEL,2015,32,2015-08-03T07:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Northern Ireland",X11,SENTINEL,2015,32,2015-08-03T07:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Slovenia,SVN,SENTINEL,2015,32,2015-08-03T07:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Netherlands (Kingdom of the),NLD,SENTINEL,2015,32,2015-08-03T07:00:00.000Z,,1,0,0,1,,0,1,,0,0,,1,,1
EUR,South West Europe,Germany,DEU,SENTINEL,2015,32,2015-08-03T07:00:00.000Z,,6,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Denmark,DNK,SENTINEL,2015,33,2015-08-10T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Iceland,ISL,SENTINEL,2015,33,2015-08-10T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Ireland,IRL,SENTINEL,2015,33,2015-08-10T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Lithuania,LTU,SENTINEL,2015,33,2015-08-10T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Sweden,SWE,SENTINEL,2015,33,2015-08-10T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Northern Ireland",X11,SENTINEL,2015,33,2015-08-10T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Scotland",X12,SENTINEL,2015,33,2015-08-10T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Wales",X10,SENTINEL,2015,33,2015-08-10T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Belgium,BEL,SENTINEL,2015,33,2015-08-10T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Greece,GRC,SENTINEL,2015,33,2015-08-10T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Malta,MLT,SENTINEL,2015,33,2015-08-10T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Norway,NOR,SENTINEL,2015,33,2015-08-10T07:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Netherlands (Kingdom of the),NLD,SENTINEL,2015,33,2015-08-10T07:00:00.000Z,,2,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Slovenia,SVN,SENTINEL,2015,33,2015-08-10T07:00:00.000Z,,2,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Finland,FIN,SENTINEL,2015,33,2015-08-10T07:00:00.000Z,,6,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Germany,DEU,SENTINEL,2015,33,2015-08-10T07:00:00.000Z,,8,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Denmark,DNK,SENTINEL,2015,34,2015-08-17T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Estonia,EST,SENTINEL,2015,34,2015-08-17T07:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
