WHO region,ITZ,COUNTRY/AREA/TERRITORY,COUNTRY_CODE,ORIGIN_SOURCE,ISO_YEAR,ISO_WEEK,ISO_SDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BVIC,BYAM,BNOTDETERMINED,INF_B,INF_ALL,INF_NEGATIVE,ILI_ACTIVITY
EUR,South West Europe,Netherlands (Kingdom of the),NLD,SENTINEL,2021,2,2021-01-11T08:00:00.000Z,,5,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Denmark,DNK,SENTINEL,2021,2,2021-01-11T08:00:00.000Z,,7,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Greece,GRC,SENTINEL,2021,2,2021-01-11T08:00:00.000Z,,9,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Slovenia,SVN,SENTINEL,2021,2,2021-01-11T08:00:00.000Z,,9,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Portugal,PRT,SENTINEL,2021,2,2021-01-11T08:00:00.000Z,,10,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Sweden,SWE,SENTINEL,2021,2,2021-01-11T08:00:00.000Z,,14,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Estonia,EST,SENTINEL,2021,2,2021-01-11T08:00:00.000Z,,15,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Finland,FIN,SENTINEL,2021,2,2021-01-11T08:00:00.000Z,,24,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2021,2,2021-01-11T08:00:00.000Z,,26,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Switzerland,CHE,SENTINEL,2021,2,2021-01-11T08:00:00.000Z,,47,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,France,FRA,SENTINEL,2021,2,2021-01-11T08:00:00.000Z,,47,0,0,0,,0,,1,0,0,1,1,,1
EUR,South West Europe,Austria,AUT,SENTINEL,2021,2,2021-01-11T08:00:00.000Z,,53,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Spain,ESP,SENTINEL,2021,2,2021-01-11T08:00:00.000Z,,75,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Luxembourg,LUX,SENTINEL,2021,2,2021-01-11T08:00:00.000Z,,114,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Germany,DEU,SENTINEL,2021,2,2021-01-11T08:00:00.000Z,,142,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Ireland,IRL,SENTINEL,2021,2,2021-01-11T08:00:00.000Z,,182,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, England",X09,SENTINEL,2021,2,2021-01-11T08:00:00.000Z,,409,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Italy,ITA,SENTINEL,2021,2,2021-01-11T08:00:00.000Z,25,25,,0,0,0,0,,,0,0,,,25,1
EUR,Northern Europe,Iceland,ISL,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Latvia,LVA,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Scotland",X12,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Bosnia and Herzegovina,BIH,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Montenegro,MNE,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,North Macedonia,MKD,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Serbia,SRB,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Wales",X10,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Greece,GRC,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Norway,NOR,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,,2,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Northern Ireland",X11,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,,3,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Netherlands (Kingdom of the),NLD,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,,4,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Denmark,DNK,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,,7,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Sweden,SWE,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,,11,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Slovenia,SVN,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,,13,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Croatia,HRV,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,,14,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Portugal,PRT,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,,23,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,,24,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Switzerland,CHE,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,,45,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,France,FRA,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,,48,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Finland,FIN,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,,75,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Austria,AUT,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,,82,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Luxembourg,LUX,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,,131,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Ireland,IRL,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,,136,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Germany,DEU,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,,165,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Spain,ESP,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,,199,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, England",X09,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,,320,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Italy,ITA,SENTINEL,2021,3,2021-01-18T08:00:00.000Z,27,27,,0,0,0,0,,,0,0,,,27,1
EUR,Northern Europe,Iceland,ISL,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Latvia,LVA,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Lithuania,LTU,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Norway,NOR,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Scotland",X12,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Wales",X10,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Belgium,BEL,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Bosnia and Herzegovina,BIH,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Greece,GRC,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Montenegro,MNE,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,North Macedonia,MKD,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Serbia,SRB,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Netherlands (Kingdom of the),NLD,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,2,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Denmark,DNK,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,5,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Estonia,EST,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,8,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Northern Ireland",X11,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,8,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Slovenia,SVN,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,11,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Sweden,SWE,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,13,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Croatia,HRV,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,27,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Portugal,PRT,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,27,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Switzerland,CHE,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,38,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,France,FRA,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,60,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Austria,AUT,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,78,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Ireland,IRL,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,82,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Finland,FIN,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,100,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Germany,DEU,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,159,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Luxembourg,LUX,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,179,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Spain,ESP,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,211,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, England",X09,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,,219,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Italy,ITA,SENTINEL,2021,4,2021-01-25T08:00:00.000Z,18,18,,0,0,0,0,,,0,0,,,18,1
EUR,Northern Europe,Iceland,ISL,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Latvia,LVA,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Lithuania,LTU,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Norway,NOR,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Scotland",X12,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Belgium,BEL,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Bosnia and Herzegovina,BIH,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Montenegro,MNE,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,North Macedonia,MKD,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Serbia,SRB,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Netherlands (Kingdom of the),NLD,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Northern Ireland",X11,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,2,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Greece,GRC,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,3,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Wales",X10,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,6,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Denmark,DNK,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,9,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Estonia,EST,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,11,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Slovenia,SVN,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,11,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Sweden,SWE,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,13,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Portugal,PRT,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,14,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Croatia,HRV,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,15,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,France,FRA,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,34,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Switzerland,CHE,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,47,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,62,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Ireland,IRL,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,67,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Austria,AUT,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,94,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Finland,FIN,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,97,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Germany,DEU,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,160,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Luxembourg,LUX,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,160,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Spain,ESP,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,177,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, England",X09,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,,219,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Italy,ITA,SENTINEL,2021,5,2021-02-01T08:00:00.000Z,36,36,,0,0,0,0,,,0,0,,,36,1
EUR,Northern Europe,Iceland,ISL,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Latvia,LVA,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Lithuania,LTU,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Norway,NOR,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Scotland",X12,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Bosnia and Herzegovina,BIH,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Montenegro,MNE,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Serbia,SRB,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Northern Ireland",X11,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Netherlands (Kingdom of the),NLD,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,North Macedonia,MKD,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Belgium,BEL,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,2,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Estonia,EST,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,3,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Wales",X10,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,3,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Slovenia,SVN,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,3,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Finland,FIN,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,5,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Denmark,DNK,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,6,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Greece,GRC,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,8,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Sweden,SWE,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,12,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Portugal,PRT,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,18,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,France,FRA,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,26,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Croatia,HRV,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,31,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Switzerland,CHE,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,41,0,0,0,,0,,,0,1,1,1,,1
EUR,Northern Europe,Ireland,IRL,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,53,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Austria,AUT,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,65,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,81,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Spain,ESP,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,120,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Germany,DEU,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,151,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, England",X09,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,169,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Luxembourg,LUX,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,,184,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Italy,ITA,SENTINEL,2021,6,2021-02-08T08:00:00.000Z,21,21,,0,0,0,0,,,0,0,,,21,1
EUR,Northern Europe,Iceland,ISL,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Latvia,LVA,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Norway,NOR,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Scotland",X12,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Bosnia and Herzegovina,BIH,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Montenegro,MNE,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,North Macedonia,MKD,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Serbia,SRB,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Northern Ireland",X11,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Wales",X10,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Greece,GRC,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Belgium,BEL,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,2,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Netherlands (Kingdom of the),NLD,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,2,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Denmark,DNK,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,5,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Estonia,EST,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,8,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Finland,FIN,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,8,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Sweden,SWE,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,11,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Slovenia,SVN,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,11,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Ireland,IRL,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,35,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Croatia,HRV,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,36,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,France,FRA,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,37,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Switzerland,CHE,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,41,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Portugal,PRT,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,44,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,53,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Austria,AUT,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,70,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Spain,ESP,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,80,0,0,0,,0,,,0,1,1,1,,1
EUR,Northern Europe,"United Kingdom, England",X09,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,151,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Germany,DEU,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,167,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Luxembourg,LUX,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,,190,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Italy,ITA,SENTINEL,2021,7,2021-02-15T08:00:00.000Z,21,21,,0,0,0,0,,,0,0,,,21,1
EUR,Northern Europe,Iceland,ISL,SENTINEL,2021,8,2021-02-22T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Latvia,LVA,SENTINEL,2021,8,2021-02-22T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Scotland",X12,SENTINEL,2021,8,2021-02-22T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Belgium,BEL,SENTINEL,2021,8,2021-02-22T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Bosnia and Herzegovina,BIH,SENTINEL,2021,8,2021-02-22T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Montenegro,MNE,SENTINEL,2021,8,2021-02-22T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Serbia,SRB,SENTINEL,2021,8,2021-02-22T08:00:00.000Z,,0,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Lithuania,LTU,SENTINEL,2021,8,2021-02-22T08:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Norway,NOR,SENTINEL,2021,8,2021-02-22T08:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Wales",X10,SENTINEL,2021,8,2021-02-22T08:00:00.000Z,,1,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Netherlands (Kingdom of the),NLD,SENTINEL,2021,8,2021-02-22T08:00:00.000Z,,2,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,"United Kingdom, Northern Ireland",X11,SENTINEL,2021,8,2021-02-22T08:00:00.000Z,,3,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,North Macedonia,MKD,SENTINEL,2021,8,2021-02-22T08:00:00.000Z,,4,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Denmark,DNK,SENTINEL,2021,8,2021-02-22T08:00:00.000Z,,5,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Greece,GRC,SENTINEL,2021,8,2021-02-22T08:00:00.000Z,,5,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Slovenia,SVN,SENTINEL,2021,8,2021-02-22T08:00:00.000Z,,7,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Finland,FIN,SENTINEL,2021,8,2021-02-22T08:00:00.000Z,,9,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Estonia,EST,SENTINEL,2021,8,2021-02-22T08:00:00.000Z,,11,0,0,0,,0,,,0,0,,,,1
EUR,Northern Europe,Sweden,SWE,SENTINEL,2021,8,2021-02-22T08:00:00.000Z,,13,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Portugal,PRT,SENTINEL,2021,8,2021-02-22T08:00:00.000Z,,18,0,0,0,,0,,,0,0,,,,1
