Province,Common Name,Scientific Name,Animal Class,Bird Group,Collection Date,Status,Result,Strain,Lineage,Result Authorised Date,CCSNAME
British Columbia,Wood Duck,Aix sponsa,Avian,Waterfowl,11/27/22,Dead,Confirmed,H5N1,Reassortment EU&NA,11/5/24,Saanich
British Columbia,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,11/28/22,NA,Confirmed,H5N1,Reassortment EU&NA,7/7/23,Delta
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,11/28/22,Live,Confirmed,H5N1,Reassortment EU&NA,12/23/22,South Dundas
Ontario,Snow Goose,Anser caerulescens,Avian,Waterfowl,11/28/22,NA,Confirmed,H5N1,Reassortment EU&NA,1/11/23,Bluewater
Quebec,Snow Goose,Anser caerulescens,Avian,Waterfowl,11/29/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/21/23,Drummondville
Quebec,Snow Goose,Anser caerulescens,Avian,Waterfowl,11/29/22,Dead,Confirmed,H5N1,Reassortment EU&NA,1/9/23,Mercier
Quebec,Snow Goose,Anser caerulescens,Avian,Waterfowl,11/29/22,Dead,Confirmed,H5N1,Reassortment EU&NA,1/9/23,Hinchinbrooke
Ontario,Snow Goose,Anser caerulescens,Avian,Waterfowl,11/29/22,Dead,Confirmed,H5N1,Reassortment EU&NA,3/5/23,South Dundas
Quebec,Snow Goose,Anser caerulescens,Avian,Waterfowl,11/29/22,Dead,Confirmed,H5N1,reassortment EU&NA,5/8/23,Vaudreuil-Dorion
Ontario,Mallard,Anas platyrhynchos,Avian,Waterfowl,11/30/22,Harvest,Confirmed,H5N1,Reassortment EU&NA,3/31/23,Brockton
Quebec,Snow Goose,Anser caerulescens,Avian,Waterfowl,11/30/22,Dead,Confirmed,H5N1,Reassortment EU&NA,1/9/23,Sainte-Julie
Ontario,Tundra Swan,Cygnus columbianus,Avian,Waterfowl,11/30/22,Dead,Confirmed,H5N1,Reassortment EU&NA,3/5/23,Chatham-Kent
Quebec,Snow Goose,Anser caerulescens,Avian,Waterfowl,11/30/22,Dead,Confirmed,H5N1,Reassortment EU&NA,3/21/23,Drummondville
British Columbia,Great Horned Owl,Bubo virginianus,Avian,Raptor,11/30/22,NA,Confirmed,H5N1,Fully Eurasian,7/7/23,Saanich
Ontario,Snow Goose,Anser caerulescens,Avian,Waterfowl,11/30/22,Dead,Confirmed,H5N1,Reassortment EU&NA,3/5/23,Ottawa
Quebec,Snow Goose,Anser caerulescens,Avian,Waterfowl,11/30/22,Dead,Confirmed,H5N1,Reassortment EU&NA,5/8/23,Salaberry-de-Valleyfield
Ontario,Snow Goose,Anser caerulescens,Avian,Waterfowl,12/1/22,Dead,Confirmed,H5N1,Reassortment EU&NA,3/5/23,Russell
British Columbia,American Crow,Corvus brachyrhynchos,Avian,Corvid,12/1/22,Dead,Confirmed,H5N1,Reassortment EU&NA,10/6/23,Langley
British Columbia,Cooper's Hawk,Accipiter cooperii,Avian,Raptor,12/1/22,Dead,Confirmed,H5N1,Fully Eurasian,3/28/23,Vancouver
Quebec,American Crow,Corvus brachyrhynchos,Avian,Corvid,12/1/22,Dead,Confirmed,H5N1,Reassortment EU&NA,3/21/23,Drummondville
Quebec,Canada Goose,Branta canadensis,Avian,Waterfowl,12/2/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/22/23,Acton Vale
Quebec,Snow Goose,Anser caerulescens,Avian,Waterfowl,12/2/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/22/23,Acton Vale
Quebec,Snow Goose,Anser caerulescens,Avian,Waterfowl,12/2/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/22/23,Acton Vale
Quebec,Snow Goose,Anser caerulescens,Avian,Waterfowl,12/2/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/22/23,Acton Vale
Alberta,Snow Goose,Anser caerulescens,Avian,Waterfowl,12/2/22,NA,Confirmed,H5N1,Reassortment EU&NA,9/1/23,Edmonton
Quebec,Peregrine Falcon,Falco peregrinus,Avian,Raptor,12/2/22,Dead,Confirmed,H5N1,Reassortment EU&NA,3/21/23,Saint-Basile-le-Grand
British Columbia,American Crow,Corvus brachyrhynchos,Avian,Corvid,12/2/22,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/23,Burnaby
British Columbia,American Crow,Corvus brachyrhynchos,Avian,Corvid,12/2/22,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/23,Abbotsford
Ontario,Snow Goose,Anser caerulescens,Avian,Waterfowl,12/2/22,Dead,Confirmed,H5N1,Reassortment EU&NA,3/5/23,Ottawa
British Columbia,American Crow,Corvus brachyrhynchos,Avian,Corvid,12/2/22,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/23,Langley
Quebec,Snow Goose,Anser caerulescens,Avian,Waterfowl,12/2/22,Dead,Confirmed,H5N1,Reassortment EU&NA,4/28/23,Drummondville
Quebec,Snow Goose,Anser caerulescens,Avian,Waterfowl,12/2/22,Dead,Confirmed,H5N1,Reassortment EU&NA,4/28/23,Drummondville
British Columbia,Canada Goose,Branta canadensis,Avian,Waterfowl,12/3/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/2/25,Central Saanich
British Columbia,Cooper's Hawk,Accipiter cooperii,Avian,Raptor,12/3/22,NA,Confirmed,H5N1,Fully Eurasian,7/7/23,Delta
British Columbia,Canada Goose,Branta canadensis,Avian,Waterfowl,12/3/22,Euthanized,Confirmed,H5N1,Reassortment EU&NA,6/2/25,Juan de Fuca (Part 2)
British Columbia,Barred Owl,Strix varia,Avian,Raptor,12/3/22,NA,Confirmed,H5N1,Reassortment EU&NA,7/7/23,Saanich
British Columbia,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,12/4/22,NA,Confirmed,H5N1,Reassortment EU&NA,7/7/23,Delta
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,12/5/22,NA,Confirmed,H5N1,Reassortment EU&NA,9/1/23,Taber
Quebec,Snow Goose,Anser caerulescens,Avian,Waterfowl,12/5/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/21/23,Beauharnois
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,12/5/22,NA,Confirmed,H5N1,Reassortment EU&NA,9/1/23,Taber
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,12/5/22,NA,Confirmed,H5N1,Reassortment EU&NA,9/1/23,Taber
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,12/5/22,NA,Confirmed,H5N1,Reassortment EU&NA,9/1/23,Taber
Quebec,Snow Goose,Anser caerulescens,Avian,Waterfowl,12/5/22,Dead,Confirmed,H5N1,Reassortment EU&NA,1/9/23,Beauharnois
British Columbia,Cooper's Hawk,Accipiter cooperii,Avian,Raptor,12/5/22,Dead,Confirmed,H5N1,Reassortment EU&NA,10/6/23,Abbotsford
Quebec,Canada Goose,Branta canadensis,Avian,Waterfowl,12/5/22,Dead,Confirmed,H5N1,Reassortment EU&NA,2/22/23,Saint-Étienne-des-Grès
Ontario,Snow Goose,Anser caerulescens,Avian,Waterfowl,12/6/22,Dead,Confirmed,H5N1,Reassortment EU&NA,1/11/23,North Grenville
Quebec,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,12/6/22,Dead,Confirmed,H5N1,Reassortment EU&NA,4/28/23,Saint-Patrice-de-Sherrington
Quebec,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,12/6/22,Dead,Confirmed,H5N1,Reassortment EU&NA,4/28/23,Saint-Patrice-de-Sherrington
British Columbia,Glaucous-winged Gull,Larus glaucescens,Avian,Seabird,12/7/22,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/23,North Cowichan
Ontario,Herring Gull,Larus argentatus,Avian,Seabird,12/7/22,Dead,Confirmed,H5N1,Reassortment EU&NA,3/5/23,Hamilton
New Brunswick,Mallard,Anas platyrhynchos,Avian,Waterfowl,12/7/22,Harvest,Confirmed,H5N1,Reassortment EU&NA,5/26/23,Douglas
Quebec,Canada Goose,Branta canadensis,Avian,Waterfowl,12/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/22/23,Pierreville
Ontario,Herring Gull,Larus argentatus,Avian,Seabird,12/9/22,Dead,Confirmed,H5N1,Reassortment EU&NA,3/5/23,Kincardine
Ontario,Snow Goose,Anser caerulescens,Avian,Waterfowl,12/9/22,Dead,Confirmed,H5N1,Reassortment EU&NA,3/5/23,South Dundas
Ontario,Great Horned Owl,Bubo virginianus,Avian,Raptor,12/10/22,Dead,Confirmed,H5N1,Reassortment EU&NA,1/11/23,Chatham-Kent
Ontario,Cooper's Hawk,Accipiter cooperii,Avian,Raptor,12/11/22,Dead,Confirmed,H5N1,Reassortment EU&NA,3/5/23,Chatham-Kent
British Columbia,American Crow,Corvus brachyrhynchos,Avian,Corvid,12/11/22,Dead,Confirmed,H5N1,Reassortment EU&NA,3/28/23,Burnaby
British Columbia,Trumpeter Swan,Cygnus buccinator,Avian,Waterfowl,12/12/22,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/23,Cowichan Valley G
New Brunswick,Canada Goose,Branta canadensis,Avian,Waterfowl,12/12/22,Dead,Confirmed,H5N1,Reassortment EU&NA,1/11/23,Beaubassin East / Beaubassin-est
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,12/13/22,NA,Confirmed,H5N1,Reassortment EU&NA,9/1/23,Lethbridge County
British Columbia,Dunlin,Calidris alpina,Avian,Other,12/13/22,Live,Confirmed,H5N1,Reassortment EU&NA,3/10/23,Delta
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,12/13/22,NA,Confirmed,H5N1,Reassortment EU&NA,9/1/23,Lethbridge County
Alberta,Common Goldeneye,Bucephala clangula,Avian,Waterfowl,12/13/22,NA,Confirmed,H5N1,Reassortment EU&NA,9/1/23,Lethbridge County
British Columbia,Barred Owl,Strix varia,Avian,Raptor,12/13/22,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/23,Abbotsford
British Columbia,Barn Owl,Tyto alba,Avian,Raptor,12/14/22,Dead,Confirmed,H5N1,Reassortment EU&NA,10/6/23,Delta
British Columbia,Long-Eared Owl,Asio otus,Avian,Raptor,12/14/22,Dead,Confirmed,H5N1,Reassortment EU&NA,10/6/23,Delta
Ontario,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,12/16/22,Dead,Confirmed,H5N1,Reassortment EU&NA,1/11/23,Chatham-Kent
British Columbia,Barn Owl,Tyto alba,Avian,Raptor,12/16/22,NA,Confirmed,H5N1,Reassortment EU&NA,7/7/23,Richmond
British Columbia,American Crow,Corvus brachyrhynchos,Avian,Corvid,12/16/22,Dead,Confirmed,H5N1,Reassortment EU&NA,10/6/23,Burnaby
British Columbia,American Crow,Corvus brachyrhynchos,Avian,Corvid,12/16/22,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/23,Surrey
Quebec,American Crow,Corvus brachyrhynchos,Avian,Corvid,12/16/22,Dead,Confirmed,H5N1,Reassortment EU&NA,4/28/23,Drummondville
Quebec,American Crow,Corvus brachyrhynchos,Avian,Corvid,12/16/22,Dead,Confirmed,H5N1,Reassortment EU&NA,4/28/23,Drummondville
British Columbia,Barred Owl,Strix varia,Avian,Raptor,12/17/22,NA,Confirmed,H5N1,Reassortment EU&NA,7/7/23,Richmond
Prince Edward Island,Striped Skunk,Mephitis mephitis,Mammal,,12/18/22,Dead,Confirmed,H5N1,Reassortment EU&NA,4/24/23,Charlottetown
Alberta,Black-Billed Magpie,Pica hudsonia,Avian,Corvid,12/19/22,NA,Confirmed,H5N1,Fully Eurasian,9/1/23,Lethbridge County
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,12/19/22,NA,Confirmed,H5N1,Reassortment EU&NA,9/1/23,Lethbridge County
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,12/19/22,NA,Confirmed,H5N1,Reassortment EU&NA,9/1/23,Lethbridge County
Alberta,Common Goldeneye,Bucephala clangula,Avian,Waterfowl,12/19/22,NA,Confirmed,H5N1,Reassortment EU&NA,9/1/23,Lethbridge County
British Columbia,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,12/19/22,NA,Confirmed,H5N1,Reassortment EU&NA,7/7/23,Abbotsford
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,12/19/22,NA,Confirmed,H5N1,Reassortment EU&NA,9/1/23,Lethbridge County
Alberta,Great Horned Owl,Bubo virginianus,Avian,Raptor,12/21/22,NA,Confirmed,H5N1,Reassortment EU&NA,9/1/23,Calgary
Prince Edward Island,Canada Goose,Branta canadensis,Avian,Waterfowl,12/21/22,Dead,Confirmed,H5N1,Reassortment EU&NA,1/11/23,New Glasgow
Alberta,Swainson's Hawk,Buteo swainsoni,Avian,Raptor,12/21/22,NA,Confirmed,H5N1,Reassortment EU&NA,9/1/23,Calgary
Ontario,Snow Goose,Anser caerulescens,Avian,Waterfowl,12/22/22,Dead,Confirmed,H5N1,Reassortment EU&NA,4/4/23,North Stormont
Ontario,Snow Goose,Anser caerulescens,Avian,Waterfowl,12/23/22,Dead,Confirmed,H5N1,Reassortment EU&NA,4/4/23,North Stormont
Ontario,Snow Goose,Anser caerulescens,Avian,Waterfowl,12/26/22,Dead,Confirmed,H5N1,Reassortment EU&NA,4/4/23,North Stormont
Prince Edward Island,American Crow,Corvus brachyrhynchos,Avian,Corvid,12/26/22,Dead,Confirmed,H5N1,Fully Eurasian,1/19/23,Summerside
Quebec,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,12/26/22,Dead,Confirmed,H5N1,Reassortment EU&NA,4/28/23,Drummondville
Prince Edward Island,American Crow,Corvus brachyrhynchos,Avian,Corvid,12/28/22,Dead,Confirmed,H5N1,Reassortment EU&NA,1/19/23,Summerside
Prince Edward Island,American Crow,Corvus brachyrhynchos,Avian,Corvid,12/28/22,Dead,Confirmed,H5N1,Reassortment EU&NA,1/19/23,Summerside
Prince Edward Island,American Crow,Corvus brachyrhynchos,Avian,Corvid,12/28/22,Dead,Confirmed,H5N1,Reassortment EU&NA,1/19/23,Summerside
Prince Edward Island,American Crow,Corvus brachyrhynchos,Avian,Corvid,12/28/22,Dead,Confirmed,H5N1,Reassortment EU&NA,1/19/23,Summerside
Prince Edward Island,American Crow,Corvus brachyrhynchos,Avian,Corvid,12/28/22,Dead,Confirmed,H5N1,Reassortment EU&NA,1/19/23,Charlottetown
Saskatchewan,Common Goldeneye,Bucephala clangula,Avian,Waterfowl,12/29/22,Dead,Confirmed,H5Nx,Unknown,11/23/23,Saskatoon
Alberta,Great Horned Owl,Bubo virginianus,Avian,Raptor,12/29/22,NA,Confirmed,H5N1,Reassortment EU&NA,9/1/23,Calgary
British Columbia,Trumpeter Swan,Cygnus buccinator,Avian,Waterfowl,12/31/22,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/23,Delta
Ontario,Canada Goose,Branta canadensis,Avian,Waterfowl,1/1/23,Dead,Confirmed,H5N1,Reassortment EU&NA,5/30/23,Trent Hills
Ontario,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,1/1/23,Dead,Confirmed,H5N1,Reassortment EU&NA,5/30/23,Hamilton
British Columbia,Barn Owl,Tyto alba,Avian,Raptor,1/2/23,NA,Confirmed,H5N1,Reassortment EU&NA,7/7/23,Delta
British Columbia,American Crow,Corvus brachyrhynchos,Avian,Corvid,1/2/23,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/23,Langley
British Columbia,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,1/4/23,Dead,Confirmed,H5N1,Reassortment EU&NA,10/6/23,Richmond
British Columbia,Northern Pintail,Anas acuta,Avian,Waterfowl,1/6/23,Live,Confirmed,H5N1,Reassortment EU&NA,3/10/23,Richmond
Quebec,American Crow,Corvus brachyrhynchos,Avian,Corvid,1/9/23,Dead,Confirmed,H5N1,Reassortment EU&NA,4/4/23,Granby
Prince Edward Island,American Crow,Corvus brachyrhynchos,Avian,Corvid,1/9/23,Dead,Confirmed,H5N5,Fully Eurasian,2/22/23,Summerside
Prince Edward Island,American Crow,Corvus brachyrhynchos,Avian,Corvid,1/9/23,Dead,Confirmed,H5N1,Reassortment EU&NA,2/22/23,Summerside
Prince Edward Island,American Crow,Corvus brachyrhynchos,Avian,Corvid,1/10/23,NA,Confirmed,H5N1,Reassortment EU&NA,2/22/23,Summerside
Prince Edward Island,American Crow,Corvus brachyrhynchos,Avian,Corvid,1/10/23,NA,Confirmed,H5N1,Reassortment EU&NA,2/22/23,Summerside
Prince Edward Island,American Crow,Corvus brachyrhynchos,Avian,Corvid,1/10/23,NA,Confirmed,H5N1,Reassortment EU&NA,2/22/23,Summerside
British Columbia,Barn Owl,Tyto alba,Avian,Raptor,1/10/23,NA,Confirmed,H5N1,Reassortment EU&NA,7/7/23,Delta
Saskatchewan,Common Goldeneye,Bucephala clangula,Avian,Waterfowl,1/14/23,Dead,Confirmed,H5N1,Fully Eurasian,11/23/23,Saskatoon
Ontario,Snowy Owl,Bubo scandiacus,Avian,Raptor,1/16/23,Dead,Confirmed,H5N1,Reassortment EU&NA,1/30/23,Frontenac Islands
Ontario,Raccoon,Procyon lotor,Mammal,,1/16/23,Dead,Confirmed,H5N1,Reassortment EU&NA,2/14/23,Zorra
Alberta,Peregrine Falcon,Falco peregrinus,Avian,Raptor,1/17/23,NA,Confirmed,H5N1,Reassortment EU&NA,6/21/23,Parkland County
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,1/18/23,NA,Confirmed,H5N1,Reassortment EU&NA,6/21/23,Cypress County
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,1/18/23,NA,Confirmed,H5N1,Reassortment EU&NA,6/21/23,Cypress County
Ontario,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,1/20/23,Dead,Confirmed,H5N1,Reassortment EU&NA,1/30/23,Plympton-Wyoming
Saskatchewan,Common Goldeneye,Bucephala clangula,Avian,Waterfowl,1/21/23,Dead,Confirmed,H5N1,Fully Eurasian,11/23/23,Saskatoon
Prince Edward Island,Herring Gull,Larus argentatus,Avian,Seabird,1/21/23,Dead,Confirmed,H5N1,Reassortment EU&NA,2/24/23,Charlottetown
Prince Edward Island,Striped Skunk,Mephitis mephitis,Mammal,,1/22/23,Dead,Confirmed,H5N1,Reassortment EU&NA,2/16/23,Charlottetown
