A/Louisiana/23/2023|EPI_ISL_18886009|2023-12-12
A/California/28/2024|EPI_ISL_19012799|2024-02-05
A/District_of_Columbia/WRAIR0300/2010|EPI_ISL_93639|2010-11-17
A/Alaska/15/2011|EPI_ISL_90806|2011-03-01
A/South_Carolina/9644/2019|EPI_ISL_369036|2019-04-11
A/Texas/8681/2019|EPI_ISL_366525|2019-02-04
A/Texas/9434/2019|EPI_ISL_387510|2019-02-07
A/Arizona/9325/2019|EPI_ISL_387427|2019-03-28
A/Missouri/9629/2019|EPI_ISL_369025|2019-04-15
