A/Florida/63/2014|EPI_ISL_169653|2014-11-07
A/District_of_Columbia/WRAIR0303/2010|EPI_ISL_95354|2010-12-26
A/New_York/WC-LVD-11-031/2011|EPI_ISL_369621|2011-04-05
A/Houston/JMM_155/2013|EPI_ISL_189619|2013-01-21
